Date,Last Price,Date,Last Price,Date,Last Price
4/8/2019,2.93,7/20/2021,3.82,7/20/2021,3.66
4/5/2019,2.59,7/19/2021,3.75,7/19/2021,3.63
4/4/2019,2.71,7/16/2021,3.7,7/16/2021,3.46
4/3/2019,2.74,7/15/2021,3.69,7/15/2021,3.47
4/1/2019,2.79,7/14/2021,3.76,7/14/2021,3.56
3/29/2019,3.13,7/13/2021,3.72,7/13/2021,3.52
3/27/2019,2.82,7/12/2021,3.7,7/12/2021,3.55
3/25/2019,3.53,7/9/2021,3.71,7/9/2021,3.48
3/22/2019,3.01,7/8/2021,3.52,7/8/2021,3.44
3/21/2019,2.92,7/7/2021,3.59,7/7/2021,3.4
3/20/2019,2.88,7/6/2021,3.68,7/6/2021,3.45
3/19/2019,3.12,7/2/2021,3.636,7/2/2021,3.41
3/18/2019,3.2,7/1/2021,3.5135,7/1/2021,3.3125
3/15/2019,3.07,6/30/2021,3.72,6/30/2021,3.53
3/14/2019,2.75,6/29/2021,3.75,6/29/2021,3.72
3/13/2019,2.85,6/28/2021,3.59,6/28/2021,3.61
3/12/2019,3,6/25/2021,3.4,6/25/2021,3.32
3/11/2019,3.85,6/24/2021,3.3,6/24/2021,3.17
3/8/2019,3.26,6/23/2021,3.33,6/23/2021,3.14
3/7/2019,4.3,6/22/2021,3.21,6/22/2021,3.05
3/6/2019,7.5,6/21/2021,3.15,6/21/2021,2.99
3/5/2019,9.52,6/18/2021,3.16,6/18/2021,3.06
3/4/2019,10,6/17/2021,3.18,6/17/2021,3.1
3/1/2019,7.75,6/16/2021,3.204,6/16/2021,3.09
2/28/2019,4.86,6/15/2021,3.3,6/15/2021,3.19
2/27/2019,5.96,6/14/2021,3.316,6/14/2021,3.18
2/26/2019,7.22,6/11/2021,3.23,6/11/2021,3.15
2/25/2019,6.74,6/10/2021,3.1,6/10/2021,3.05
2/21/2019,3.75,6/9/2021,3.1,6/9/2021,3.06
2/20/2019,3.3,6/8/2021,3.11,6/8/2021,3.08
2/13/2019,3.95,6/7/2021,2.98,6/7/2021,2.99
2/12/2019,3.6,6/4/2021,2.97,6/4/2021,2.87
2/8/2019,5.45,6/3/2021,3.01,6/3/2021,2.83
2/7/2019,2.9,6/2/2021,3.04,6/2/2021,2.94
2/6/2019,2.7,6/1/2021,2.95,6/1/2021,2.93
2/4/2019,2.92,5/28/2021,2.84,5/28/2021,2.77
1/28/2019,7.8,5/27/2021,2.84,5/27/2021,2.72
1/24/2019,8.89,5/26/2021,2.88,5/26/2021,2.8
1/23/2019,3.49,5/25/2021,2.84,5/25/2021,2.78
1/22/2019,4.77,5/24/2021,2.78,5/24/2021,2.71
1/18/2019,16.5,5/21/2021,2.8,5/21/2021,2.74
1/16/2019,12,5/20/2021,2.86,5/20/2021,2.78
1/15/2019,7.2,5/19/2021,2.88,5/19/2021,2.78
1/14/2019,6.4,5/18/2021,2.94,5/18/2021,2.86
1/10/2019,7.71,5/17/2021,2.96,5/17/2021,2.88
1/9/2019,6.25,5/14/2021,2.87,5/14/2021,2.69
1/8/2019,3.6,5/13/2021,2.87,5/13/2021,2.76
1/4/2019,3.1,5/12/2021,2.897,5/12/2021,2.778
1/3/2019,2.75,5/11/2021,2.88,5/11/2021,2.78
1/2/2019,3,5/10/2021,2.9,5/10/2021,2.78
12/28/2018,3.45,5/7/2021,2.9,5/7/2021,2.73
12/27/2018,3.49,5/6/2021,2.9,5/6/2021,2.76
12/26/2018,3.75,5/5/2021,2.98,5/5/2021,2.76
12/21/2018,5,5/4/2021,3,5/4/2021,2.78
12/19/2018,3.75,5/3/2021,2.95,5/3/2021,2.76
12/18/2018,5,4/30/2021,2.87,4/30/2021,2.64
12/14/2018,4.8,4/29/2021,2.85,4/29/2021,2.72
12/13/2018,5.17,4/28/2021,2.92,4/28/2021,2.79
12/12/2018,7.95,4/27/2021,2.86,4/27/2021,2.73
12/11/2018,10.01,4/26/2021,2.69,4/26/2021,2.57
12/10/2018,9.5,4/23/2021,2.72,4/23/2021,2.6
12/7/2018,9.51,4/22/2021,2.68,4/22/2021,2.63
12/6/2018,9.26,4/21/2021,2.64,4/21/2021,2.67
12/5/2018,7.27,4/20/2021,2.69,4/20/2021,2.77
12/4/2018,11.38,4/19/2021,2.68,4/19/2021,2.71
12/3/2018,12.99,4/16/2021,2.61,4/16/2021,2.6
11/30/2018,5.12,4/15/2021,2.57,4/15/2021,2.54
11/29/2018,5.11,4/14/2021,2.59,4/14/2021,2.54
11/28/2018,5.99,4/13/2021,2.54,4/13/2021,2.53
11/27/2018,5.74,4/12/2021,2.43,4/12/2021,2.43
11/26/2018,4.52,4/9/2021,2.42,4/9/2021,2.34
11/21/2018,7.4,4/8/2021,2.39,4/8/2021,2.37
11/20/2018,13.76,4/7/2021,2.39,4/7/2021,2.3
11/19/2018,12.43,4/6/2021,2.39,4/6/2021,2.25
11/16/2018,6.79,4/5/2021,2.38,4/5/2021,2.24
11/15/2018,5.48,4/1/2021,2.5,4/1/2021,2.39
11/14/2018,10.34,3/31/2021,2.49,3/31/2021,2.54
11/13/2018,7.86,3/30/2021,2.512,3/30/2021,2.39
11/12/2018,4.54,3/29/2021,2.504,3/29/2021,2.34
11/9/2018,4.5,3/26/2021,2.442,3/26/2021,2.29
11/8/2018,3.7,3/25/2021,2.468,3/25/2021,2.39
11/7/2018,3.78,3/24/2021,2.488,3/24/2021,2.34
11/6/2018,3.55,3/23/2021,2.503,3/23/2021,2.47
11/5/2018,3.25,3/22/2021,2.5,3/22/2021,2.36
11/2/2018,2.98,3/19/2021,2.455,3/19/2021,2.28
11/1/2018,2.97,3/18/2021,2.43,3/18/2021,2.37
10/31/2018,2.94,3/17/2021,2.505,3/17/2021,2.42
10/30/2018,3.15,3/16/2021,2.5,3/16/2021,2.38
10/29/2018,3.55,3/15/2021,2.526,3/15/2021,2.42
10/26/2018,3.17,3/12/2021,2.576,3/12/2021,2.46
10/25/2018,3.44,3/11/2021,2.601,3/11/2021,2.53
10/24/2018,4.23,3/10/2021,2.58,3/10/2021,2.5
10/23/2018,3.76,3/9/2021,2.552,3/9/2021,2.43
10/22/2018,3.33,3/8/2021,2.536,3/8/2021,2.47
10/19/2018,3.36,3/5/2021,2.67,3/5/2021,2.57
10/18/2018,3.19,3/4/2021,2.77,3/4/2021,2.62
10/17/2018,4.7,3/3/2021,2.84,3/3/2021,2.72
10/16/2018,3.45,3/2/2021,2.836,3/2/2021,2.75
10/15/2018,3.31,3/1/2021,2.7,3/1/2021,2.64
10/12/2018,2.86,2/26/2021,2.63,2/26/2021,2.59
10/11/2018,2.83,2/25/2021,2.77,2/25/2021,2.52
10/10/2018,3.07,2/24/2021,2.74,2/24/2021,2.69
10/9/2018,3.05,2/23/2021,2.805,2/23/2021,2.72
10/8/2018,2.97,2/22/2021,2.83,2/22/2021,2.72
10/5/2018,2.63,2/19/2021,4.9,2/19/2021,3.93
10/4/2018,3.33,2/18/2021,6.605,2/18/2021,6.18
10/3/2018,3.58,2/17/2021,16.353,2/17/2021,18.35
10/2/2018,3.49,2/16/2021,16.13,2/16/2021,21.99
10/1/2018,3.4,2/12/2021,6.01,2/12/2021,93.42
9/28/2018,3.41,2/11/2021,6.92,2/11/2021,7.94
9/26/2018,3.2,2/10/2021,3.73,2/10/2021,4.1
9/25/2018,3.21,2/9/2021,3.243,2/9/2021,3.27
9/24/2018,3.25,2/8/2021,3.29,2/8/2021,3.22
9/21/2018,3.13,2/5/2021,3.396,2/5/2021,3.51
9/20/2018,2.76,2/4/2021,2.956,2/4/2021,2.95
9/19/2018,2.92,2/3/2021,2.929,2/3/2021,2.84
9/18/2018,2.95,2/2/2021,3.15,2/2/2021,2.96
9/17/2018,3,2/1/2021,2.85,2/1/2021,2.76
9/14/2018,2.67,1/29/2021,2.73,1/29/2021,2.6
9/13/2018,2.75,1/28/2021,2.646,1/28/2021,2.56
9/12/2018,2.79,1/27/2021,2.73,1/27/2021,2.58
9/11/2018,2.85,1/26/2021,2.673,1/26/2021,2.58
9/10/2018,2.85,1/25/2021,2.571,1/25/2021,2.47
9/7/2018,2.57,1/22/2021,2.41,1/22/2021,2.38
9/6/2018,2.76,1/21/2021,2.499,1/21/2021,2.42
9/5/2018,3.12,1/20/2021,2.47,1/20/2021,2.35
9/4/2018,3.68,1/19/2021,2.596,1/19/2021,2.44
8/31/2018,3.12,1/15/2021,2.795,1/15/2021,2.64
8/30/2018,2.84,1/14/2021,2.772,1/14/2021,2.63
8/29/2018,3.57,1/13/2021,2.778,1/13/2021,2.62
8/28/2018,4.08,1/12/2021,2.869,1/12/2021,2.71
8/27/2018,3.83,1/11/2021,2.675,1/11/2021,2.55
8/24/2018,3.25,1/8/2021,2.7,1/8/2021,2.6
8/23/2018,2.91,1/7/2021,2.756,1/7/2021,2.64
8/22/2018,2.85,1/6/2021,2.707,1/6/2021,2.58
8/21/2018,2.91,1/5/2021,2.707,1/5/2021,2.58
8/20/2018,2.92,1/4/2021,2.56,1/4/2021,2.47
8/17/2018,2.91,12/31/2020,2.39,12/31/2020,2.3
8/16/2018,3.3,12/30/2020,2.36,12/30/2020,2.29
8/15/2018,4.16,12/29/2020,2.4,12/29/2020,2.27
8/14/2018,3.25,12/28/2020,2.257,12/28/2020,2.16
8/13/2018,3.17,12/24/2020,2.59,12/24/2020,2.48
8/10/2018,2.87,12/23/2020,2.686,12/23/2020,2.58
8/9/2018,3.05,12/21/2020,2.65,12/22/2020,2.6
8/8/2018,3.3,12/18/2020,2.7,12/21/2020,2.49
8/7/2018,3.45,12/17/2020,2.7,12/18/2020,2.56
8/6/2018,3.79,12/16/2020,2.63,12/17/2020,2.53
8/3/2018,3.11,12/15/2020,2.63,12/16/2020,2.54
8/2/2018,2.97,12/14/2020,2.67,12/15/2020,2.54
8/1/2018,3.13,12/11/2020,2.54,12/14/2020,2.58
7/31/2018,2.92,12/10/2020,2.45,12/11/2020,2.41
7/30/2018,2.84,12/9/2020,2.45,12/10/2020,2.25
7/27/2018,2.81,12/8/2020,2.36,12/9/2020,2.27
7/26/2018,2.98,12/7/2020,2.38,12/8/2020,2.21
7/25/2018,2.84,12/4/2020,2.45,12/7/2020,2.19
7/24/2018,2.75,12/3/2020,2.46,12/4/2020,2.33
7/23/2018,2.82,12/2/2020,2.75,12/3/2020,2.29
7/20/2018,2.63,12/1/2020,2.81,12/2/2020,2.6
7/19/2018,2.67,11/30/2020,2.86,12/1/2020,2.53
7/18/2018,2.66,11/24/2020,2.23,11/30/2020,2.66
7/17/2018,2.78,11/23/2020,2.23,11/26/2020,2.44
7/16/2018,2.99,11/20/2020,2.22,11/25/2020,2.44
7/13/2018,2.88,11/19/2020,2.19,11/24/2020,2.25
7/12/2018,2.69,11/18/2020,2.37,11/23/2020,2.24
7/11/2018,2.73,11/17/2020,2.55,11/20/2020,2.16
7/10/2018,2.63,11/16/2020,2.62,11/19/2020,2.06
7/9/2018,3,11/13/2020,2.85,11/18/2020,2.09
7/6/2018,2.54,11/12/2020,2.83,11/17/2020,2.3
7/5/2018,2.76,11/11/2020,2.684,11/16/2020,2.44
7/3/2018,3.14,11/10/2020,2.684,11/13/2020,2.66
7/2/2018,3.59,11/9/2020,2.58,11/12/2020,2.67
6/29/2018,3.45,11/5/2020,2.67,11/11/2020,2.56
6/28/2018,3.43,11/4/2020,2.59,11/10/2020,2.53
6/27/2018,2.79,11/3/2020,2.84,11/9/2020,2.33
6/26/2018,2.59,11/2/2020,2.999,11/6/2020,1.96
6/25/2018,2.558,10/30/2020,3.0345,11/5/2020,2.2
6/22/2018,2.43,10/27/2020,3.03,11/4/2020,2.4
6/21/2018,2.49,10/23/2020,2.9,11/3/2020,2.64
6/20/2018,2.78,10/22/2020,2.915,11/2/2020,2.93
6/19/2018,2.57,10/21/2020,2.822,10/29/2020,2.91
6/18/2018,2.91,10/20/2020,2.57,10/28/2020,2.99
6/15/2018,3.07,10/19/2020,2.3,10/27/2020,3.05
6/14/2018,2.43,10/16/2020,2.16,10/26/2020,3.06
6/13/2018,2.53,10/15/2020,2.18,10/23/2020,2.91
6/12/2018,2.43,10/14/2020,2.02,10/22/2020,2.93
6/11/2018,2.6,10/13/2020,2.12,10/21/2020,2.7
6/8/2018,2.24,10/12/2020,2.34,10/20/2020,2.68
6/7/2018,2.32,10/8/2020,1.49,10/19/2020,2.39
6/6/2018,2.5,10/7/2020,2.01,10/16/2020,2.14
6/5/2018,2.63,10/6/2020,1.86,10/15/2020,2.24
6/4/2018,2.63,10/5/2020,1.9,10/14/2020,2.07
6/1/2018,2.48,10/2/2020,1.4,10/13/2020,1.92
5/31/2018,2.69,10/1/2020,1.4,10/12/2020,1.75
5/30/2018,2.54,9/30/2020,1.63,10/9/2020,1.24
5/29/2018,2.5545,9/29/2020,1.7,10/8/2020,1.17
5/25/2018,2.13,9/28/2020,1.83,10/7/2020,1.56
5/24/2018,2.43,9/25/2020,1.9,10/6/2020,1.53
5/23/2018,2.42,9/24/2020,1.93,10/5/2020,1.45
5/22/2018,2.52,9/23/2020,1.74,10/2/2020,1.06
5/21/2018,2.36,9/22/2020,1.49,10/1/2020,1.27
5/18/2018,2.37,9/21/2020,1.33,9/30/2020,1.43
5/17/2018,2.4,9/18/2020,1.56,9/29/2020,1.35
5/16/2018,2.4,9/17/2020,1.65,9/28/2020,1.54
5/15/2018,2.54,9/16/2020,2.06,9/25/2020,1.69
5/14/2018,2.71,9/15/2020,2.19,9/24/2020,1.89
5/11/2018,2.27,9/14/2020,2.18,9/23/2020,1.74
5/10/2018,2.34,9/11/2020,1.93,9/22/2020,1.5
5/9/2018,2.29,9/10/2020,2.13,9/21/2020,1.44
5/8/2018,2.32,9/9/2020,2.19,9/18/2020,1.45
5/7/2018,2.24,9/8/2020,2.35,9/17/2020,1.65
5/4/2018,2.16,9/4/2020,1.8,9/16/2020,1.9
5/3/2018,2.47,9/3/2020,2.32,9/15/2020,1.91
5/2/2018,2.65,9/2/2020,2.15,9/14/2020,1.93
5/1/2018,2.78,9/1/2020,2.23,9/11/2020,1.78
4/30/2018,2.5,8/31/2020,2.3,9/10/2020,1.9
4/27/2018,2.64,8/28/2020,2.46,9/9/2020,1.95
4/26/2018,2.58,8/27/2020,2.572,9/8/2020,1.99
4/25/2018,2.72,8/26/2020,2.52,9/4/2020,1.99
4/24/2018,2.78,8/24/2020,2.52,9/3/2020,2.18
4/23/2018,2.76,8/21/2020,2.325,9/2/2020,2.15
4/20/2018,3.04,8/20/2020,2.383,9/1/2020,2.09
4/19/2018,5.05,8/19/2020,2.409,8/31/2020,2.07
4/18/2018,8.13,8/18/2020,2.409,8/28/2020,2.18
4/17/2018,6.75,8/17/2020,2.32,8/27/2020,2.28
4/16/2018,6.66,8/13/2020,2.185,8/26/2020,2.32
4/13/2018,3.74,8/12/2020,2.05,8/24/2020,2.39
4/12/2018,2.93,8/11/2020,2.15,8/21/2020,2.12
4/11/2018,4.24,8/10/2020,2.223,8/20/2020,2.19
4/10/2018,6.98,8/7/2020,2.15,8/19/2020,2.22
4/9/2018,8.02,8/6/2020,2.206,8/18/2020,2.2
4/5/2018,9.49,8/5/2020,2.17,8/17/2020,2.16
4/4/2018,6.38,8/4/2020,2.079,8/14/2020,2.1
4/3/2018,6.91,7/30/2020,1.797,8/13/2020,2.03
4/2/2018,4.79,7/29/2020,1.75,8/12/2020,1.91
3/29/2018,2.96,7/28/2020,1.74,8/11/2020,1.96
3/28/2018,2.35,7/27/2020,1.794,8/10/2020,1.94
3/27/2018,2.46,7/21/2020,1.63,8/7/2020,1.89
3/26/2018,2.62,7/20/2020,1.67,8/6/2020,1.92
3/23/2018,2.99,7/17/2020,1.74,8/5/2020,1.95
3/22/2018,2.76,7/16/2020,1.76,8/4/2020,1.92
3/21/2018,4.21,7/15/2020,1.73,8/3/2020,1.78
3/20/2018,5.62,7/14/2020,1.748,7/31/2020,1.66
3/19/2018,4.45,7/13/2020,1.73,7/30/2020,1.75
3/16/2018,6.96,7/9/2020,1.863,7/29/2020,1.77
3/15/2018,7.35,7/8/2020,1.78,7/28/2020,1.73
3/14/2018,6.1,7/7/2020,1.71,7/27/2020,1.69
3/13/2018,5.1538,7/6/2020,1.71,7/24/2020,1.65
3/12/2018,4.584,7/1/2020,1.611,7/23/2020,1.63
3/9/2018,3.32,6/30/2020,1.712,7/22/2020,1.58
3/8/2018,3.83,6/29/2020,1.64,7/21/2020,1.61
3/7/2018,4.17,6/26/2020,1.4,7/20/2020,1.56
3/6/2018,3.83,6/25/2020,1.5,7/17/2020,1.65
3/5/2018,3.29,6/24/2020,1.6,7/16/2020,1.69
3/2/2018,2.91,6/23/2020,1.59,7/15/2020,1.68
3/1/2018,2.86,6/22/2020,1.6,7/14/2020,1.66
2/28/2018,2.3,6/19/2020,1.46,7/13/2020,1.7
2/27/2018,2.3089,6/18/2020,1.44,7/10/2020,1.69
2/26/2018,2.5949,6/17/2020,1.48,7/9/2020,1.8
2/23/2018,2.15,6/16/2020,1.42,7/8/2020,1.78
2/22/2018,2.5,6/15/2020,1.62,7/7/2020,1.82
2/21/2018,2.95,6/12/2020,1.66,7/6/2020,1.72
2/20/2018,2.3,6/11/2020,1.77,7/2/2020,1.52
2/16/2018,2.57,6/10/2020,1.72,7/1/2020,1.55
2/15/2018,3.11,6/9/2020,1.75,6/30/2020,1.65
2/14/2018,2.43,6/8/2020,1.68,6/29/2020,1.63
2/13/2018,2.67,6/5/2020,1.8,6/26/2020,1.43
2/12/2018,4.7849,6/4/2020,1.7,6/25/2020,1.49
2/9/2018,3.11,6/3/2020,1.84,6/24/2020,1.58
2/8/2018,6.25,6/2/2020,1.58,6/23/2020,1.53
2/7/2018,8.0963,6/1/2020,1.52,6/22/2020,1.61
2/6/2018,9.44,5/29/2020,1.7,6/19/2020,1.52
2/2/2018,8.24,5/28/2020,1.79,6/18/2020,1.5
1/31/2018,6.86,5/27/2020,1.78,6/17/2020,1.51
1/30/2018,10.03,5/26/2020,1.79,6/16/2020,1.38
1/29/2018,14.96,5/22/2020,1.7,6/15/2020,1.45
1/26/2018,4.63,5/21/2020,1.75,6/12/2020,1.48
1/25/2018,9.64,5/20/2020,1.91,6/11/2020,1.57
1/23/2018,11.48,5/19/2020,1.85,6/10/2020,1.6
1/22/2018,3.28,5/18/2020,1.7,6/9/2020,1.62
1/19/2018,5.32,5/15/2020,1.66,6/8/2020,1.62
1/18/2018,7.11,5/14/2020,1.6,6/5/2020,1.59
1/17/2018,13.66,5/13/2020,1.58,6/4/2020,1.7
1/12/2018,16.35,5/12/2020,1.62,6/3/2020,1.76
1/11/2018,3.39,5/11/2020,1.71,6/2/2020,1.63
1/9/2018,10.25,5/8/2020,1.75,6/1/2020,1.53
1/8/2018,15.11,5/7/2020,1.84,5/29/2020,1.51
1/5/2018,28.64,5/6/2020,1.91,5/28/2020,1.65
1/3/2018,33.83,5/5/2020,1.93,5/27/2020,1.73
12/28/2017,19,5/4/2020,1.79,5/26/2020,1.7
12/27/2017,24.3,5/1/2020,1.69,5/22/2020,1.52
12/26/2017,52.2222,4/30/2020,1.66,5/21/2020,1.57
12/22/2017,17.3214,4/29/2020,1.73,5/20/2020,1.75
12/21/2017,6.68,4/28/2020,1.82,5/19/2020,1.76
12/19/2017,9.81,4/27/2020,1.68,5/18/2020,1.69
12/18/2017,4.77,4/24/2020,1.81,5/15/2020,1.54
12/14/2017,7.75,4/23/2020,1.89,5/14/2020,1.51
12/12/2017,10,4/22/2020,1.9,5/13/2020,1.53
12/11/2017,6.25,4/21/2020,1.92,5/12/2020,1.63
12/7/2017,4.08,4/20/2020,1.78,5/11/2020,1.74
12/6/2017,4.2,4/17/2020,1.7,5/8/2020,1.68
12/5/2017,3.42,4/16/2020,1.59,5/7/2020,1.85
12/4/2017,2.97,4/15/2020,1.68,5/6/2020,1.9
12/1/2017,2.85,4/14/2020,1.76,5/5/2020,1.97
11/30/2017,2.93,4/13/2020,1.86,5/4/2020,1.79
11/29/2017,3.16,4/9/2020,1.74,5/1/2020,1.71
11/27/2017,3.13,4/8/2020,1.86,4/30/2020,1.65
11/21/2017,3.3,4/7/2020,1.76,4/29/2020,1.65
11/16/2017,3.83,4/6/2020,1.64,4/28/2020,1.71
11/15/2017,3.39,4/3/2020,1.5,4/27/2020,1.71
11/14/2017,3.48,4/2/2020,1.54,4/24/2020,1.75
11/13/2017,4.31,4/1/2020,1.69,4/23/2020,1.83
11/10/2017,7.15,3/31/2020,1.71,4/22/2020,1.86
11/9/2017,8.7525,3/30/2020,1.71,4/21/2020,1.83
11/8/2017,3.49,3/27/2020,1.7,4/20/2020,1.74
11/7/2017,2.96,3/26/2020,1.73,4/17/2020,1.74
11/6/2017,2.33,3/25/2020,1.75,4/16/2020,1.53
11/3/2017,1.11,3/24/2020,1.73,4/15/2020,1.62
11/2/2017,1.28,3/23/2020,1.7,4/14/2020,1.69
11/1/2017,1.24,3/20/2020,1.76,4/13/2020,1.78
10/31/2017,2.3091,3/19/2020,1.68,4/9/2020,1.64
10/30/2017,3.12,3/18/2020,1.73,4/8/2020,1.74
10/27/2017,2.84,3/17/2020,1.89,4/7/2020,1.72
10/26/2017,2.99,3/16/2020,1.89,4/6/2020,1.65
10/25/2017,3.24,3/13/2020,1.97,4/3/2020,1.42
10/24/2017,3.06,3/12/2020,1.85,4/2/2020,1.45
10/23/2017,2.83,3/11/2020,1.98,4/1/2020,1.51
10/20/2017,2.52,3/10/2020,1.91,3/31/2020,1.56
10/19/2017,2.7,3/9/2020,1.74,3/30/2020,1.45
10/18/2017,2.96,3/6/2020,1.76,3/27/2020,1.37
10/17/2017,2.96,3/5/2020,1.89,3/26/2020,1.48
10/16/2017,3.33,3/4/2020,1.83,3/25/2020,1.52
10/13/2017,3.22,3/3/2020,1.78,3/24/2020,1.54
10/12/2017,2.92,3/2/2020,1.75,3/23/2020,1.49
10/11/2017,2.56,2/28/2020,1.79,3/20/2020,1.55
10/10/2017,3.02,2/27/2020,1.81,3/19/2020,1.54
10/9/2017,3.07,2/26/2020,1.96,3/18/2020,1.49
10/6/2017,2.67,2/25/2020,1.93,3/17/2020,1.64
10/5/2017,2.65,2/24/2020,1.94,3/16/2020,1.69
10/3/2017,2.6,2/21/2020,1.96,3/13/2020,1.75
10/2/2017,2.18,2/20/2020,2.01,3/12/2020,1.66
9/29/2017,1.7,2/19/2020,2.03,3/11/2020,1.78
9/27/2017,1.96,2/18/2020,2.05,3/10/2020,1.68
9/26/2017,3.05,2/14/2020,1.93,3/9/2020,1.53
9/25/2017,3.33,2/13/2020,1.95,3/6/2020,1.52
9/20/2017,2.78,2/12/2020,1.91,3/5/2020,1.64
9/19/2017,2.42,2/11/2020,1.82,3/4/2020,1.66
9/18/2017,2.14,2/10/2020,1.85,3/3/2020,1.6
9/15/2017,1.6,2/7/2020,1.88,3/2/2020,1.57
9/13/2017,2.18,2/6/2020,1.9,2/28/2020,1.58
9/11/2017,1.95,2/5/2020,1.89,2/27/2020,1.63
9/8/2017,1.12,2/4/2020,1.89,2/26/2020,1.76
9/7/2017,1.48,2/3/2020,1.9,2/25/2020,1.77
9/6/2017,1.69,1/31/2020,1.91,2/24/2020,1.73
9/5/2017,1.84,1/30/2020,1.94,2/21/2020,1.75
8/31/2017,1.75,1/29/2020,1.94,2/20/2020,1.83
8/30/2017,2.11,1/28/2020,1.98,2/19/2020,1.9
8/29/2017,2.18,1/27/2020,2.03,2/18/2020,1.86
8/28/2017,2.11,1/24/2020,1.92,2/14/2020,1.73
8/25/2017,1.7,1/23/2020,1.98,2/13/2020,1.8
8/24/2017,2.16,1/22/2020,1.9,2/12/2020,1.82
8/23/2017,2.28,1/21/2020,1.98,2/11/2020,1.72
8/22/2017,2.71,1/17/2020,2.06,2/10/2020,1.7
8/21/2017,3.23,1/16/2020,2.08,2/7/2020,1.77
8/18/2017,3.04,1/15/2020,2.01,2/6/2020,1.74
8/17/2017,2.34,1/14/2020,2.15,2/5/2020,1.74
8/16/2017,2.52,1/13/2020,2.14,2/4/2020,1.73
8/15/2017,2.77,1/10/2020,2.08,2/3/2020,1.73
8/14/2017,2.6,1/9/2020,2.05,1/31/2020,1.67
8/11/2017,2.08,1/8/2020,2.09,1/30/2020,1.77
8/10/2017,2.1,1/7/2020,2.17,1/29/2020,1.81
8/9/2017,2.11,1/6/2020,2.12,1/28/2020,1.82
8/8/2017,2.31,1/3/2020,2.06,1/27/2020,1.83
8/7/2017,2.27,1/2/2020,2.05,1/24/2020,1.77
8/4/2017,1.94,12/31/2019,2.09,1/23/2020,1.82
8/3/2017,2.61,12/30/2019,2.05,1/22/2020,1.79
8/2/2017,3.27,12/26/2019,2.09,1/21/2020,1.82
8/1/2017,2.67,12/24/2019,2.11,1/17/2020,1.97
7/31/2017,2.74,12/23/2019,2.17,1/16/2020,2
7/28/2017,1.93,12/20/2019,2.27,1/15/2020,1.98
7/27/2017,2.08,12/19/2019,2.21,1/14/2020,2.05
7/21/2017,2.49,12/18/2019,2.26,1/13/2020,2.03
7/20/2017,3.38,12/17/2019,2.32,1/10/2020,2.02
7/19/2017,3.9,12/16/2019,2.35,1/9/2020,1.96
7/18/2017,3.59,12/13/2019,2.25,1/8/2020,1.97
7/17/2017,2.96,12/12/2019,2.28,1/7/2020,2.02
7/14/2017,2.43,12/11/2019,2.28,1/6/2020,2.05
7/13/2017,2.27,12/10/2019,2.19,1/3/2020,1.92
7/12/2017,2.62,12/9/2019,2.17,1/2/2020,1.93
7/11/2017,2.73,12/6/2019,2.3,12/31/2019,1.94
7/10/2017,2.41,12/5/2019,2.37,12/30/2019,1.93
7/7/2017,2.38,12/4/2019,2.38,12/27/2019,1.8
7/6/2017,2.2,12/3/2019,2.42,12/26/2019,1.95
7/5/2017,2.25,12/2/2019,2.29,12/24/2019,1.98
6/30/2017,2.72,11/27/2019,2.46,12/23/2019,1.98
6/29/2017,3.14,11/26/2019,2.39,12/20/2019,2.11
6/28/2017,2.69,11/25/2019,2.51,12/19/2019,2.07
6/27/2017,2.36,11/22/2019,2.62,12/18/2019,2.12
6/26/2017,2.21,11/21/2019,2.53,12/17/2019,2.22
6/23/2017,2.36,11/20/2019,2.56,12/16/2019,2.26
6/22/2017,3.09,11/19/2019,2.53,12/13/2019,2.16
6/21/2017,2.9,11/18/2019,2.64,12/12/2019,2.13
6/20/2017,2.74,11/15/2019,2.7,12/11/2019,2.13
6/19/2017,2.6627,11/14/2019,2.68,12/10/2019,2.12
6/16/2017,2.46,11/13/2019,2.66,12/9/2019,2.12
6/15/2017,2.11,11/12/2019,2.74,12/6/2019,2.16
6/14/2017,2.13,11/11/2019,2.73,12/5/2019,2.19
6/13/2017,2.1,11/8/2019,2.87,12/4/2019,2.19
6/12/2017,3.34,11/7/2019,2.86,12/3/2019,2.24
6/9/2017,2.72,11/6/2019,2.77,12/2/2019,2.13
6/5/2017,2.52,11/5/2019,2.8,11/27/2019,2.25
5/30/2017,2.48,11/4/2019,2.77,11/26/2019,2.24
5/25/2017,2.86,11/1/2019,2.54,11/25/2019,2.33
5/24/2017,2.96,10/31/2019,2.73,11/22/2019,2.48
5/23/2017,3.04,10/30/2019,2.72,11/21/2019,2.42
5/22/2017,3.1,10/29/2019,2.61,11/20/2019,2.44
5/17/2017,4.3,10/28/2019,2.49,11/19/2019,2.43
5/16/2017,3.77,10/25/2019,2.28,11/18/2019,2.44
5/15/2017,3.94,10/24/2019,2.33,11/15/2019,2.52
5/12/2017,3.19,10/23/2019,2.34,11/14/2019,2.53
5/11/2017,3.22,10/22/2019,2.13,11/13/2019,2.47
5/10/2017,3.16,10/21/2019,2.13,11/12/2019,2.61
5/9/2017,3.23,10/18/2019,2.16,11/11/2019,2.66
5/8/2017,3.28,10/17/2019,2.29,11/8/2019,2.71
