period,respondent,respondent-name,fueltype,type-name,value,value-units
2025-12-29T15,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,63,megawatthours
2025-12-29T15,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,22180,megawatthours
2025-12-29T15,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,23331,megawatthours
2025-12-29T15,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,12000,megawatthours
2025-12-29T15,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,264,megawatthours
2025-12-29T15,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2913,megawatthours
2025-12-29T15,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,752,megawatthours
2025-12-29T15,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,24773,megawatthours
2025-12-29T14,ISNE,ISO New England,BAT,Battery storage,4,megawatthours
2025-12-29T14,ISNE,ISO New England,COL,Coal,14,megawatthours
2025-12-29T14,ISNE,ISO New England,NG,Natural Gas,8345,megawatthours
2025-12-29T14,ISNE,ISO New England,NUC,Nuclear,3358,megawatthours
2025-12-29T14,ISNE,ISO New England,OIL,Petroleum,32,megawatthours
2025-12-29T14,ISNE,ISO New England,OTH,Other,554,megawatthours
2025-12-29T14,ISNE,ISO New England,PS,Pumped storage,228,megawatthours
2025-12-29T14,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T14,ISNE,ISO New England,SUN,Solar,7,megawatthours
2025-12-29T14,ISNE,ISO New England,WAT,Hydro,473,megawatthours
2025-12-29T14,ISNE,ISO New England,WND,Wind,738,megawatthours
2025-12-29T14,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,191,megawatthours
2025-12-29T14,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,21698,megawatthours
2025-12-29T14,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,23324,megawatthours
2025-12-29T14,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,12003,megawatthours
2025-12-29T14,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,261,megawatthours
2025-12-29T14,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,221,megawatthours
2025-12-29T14,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,957,megawatthours
2025-12-29T14,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,24838,megawatthours
2025-12-29T13,ISNE,ISO New England,BAT,Battery storage,3,megawatthours
2025-12-29T13,ISNE,ISO New England,COL,Coal,15,megawatthours
2025-12-29T13,ISNE,ISO New England,NG,Natural Gas,7941,megawatthours
2025-12-29T13,ISNE,ISO New England,NUC,Nuclear,3366,megawatthours
2025-12-29T13,ISNE,ISO New England,OIL,Petroleum,32,megawatthours
2025-12-29T13,ISNE,ISO New England,OTH,Other,562,megawatthours
2025-12-29T13,ISNE,ISO New England,PS,Pumped storage,0,megawatthours
2025-12-29T13,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T13,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T13,ISNE,ISO New England,WAT,Hydro,467,megawatthours
2025-12-29T13,ISNE,ISO New England,WND,Wind,753,megawatthours
2025-12-29T13,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,184,megawatthours
2025-12-29T13,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,19885,megawatthours
2025-12-29T13,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,21572,megawatthours
2025-12-29T13,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11997,megawatthours
2025-12-29T13,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,261,megawatthours
2025-12-29T13,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2,megawatthours
2025-12-29T13,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1126,megawatthours
2025-12-29T13,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,24790,megawatthours
2025-12-29T12,ISNE,ISO New England,BAT,Battery storage,3,megawatthours
2025-12-29T12,ISNE,ISO New England,COL,Coal,16,megawatthours
2025-12-29T12,ISNE,ISO New England,NG,Natural Gas,7031,megawatthours
2025-12-29T12,ISNE,ISO New England,NUC,Nuclear,3362,megawatthours
2025-12-29T12,ISNE,ISO New England,OIL,Petroleum,32,megawatthours
2025-12-29T12,ISNE,ISO New England,OTH,Other,554,megawatthours
2025-12-29T12,ISNE,ISO New England,PS,Pumped storage,0,megawatthours
2025-12-29T12,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T12,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T12,ISNE,ISO New England,WAT,Hydro,462,megawatthours
2025-12-29T12,ISNE,ISO New England,WND,Wind,826,megawatthours
2025-12-29T12,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,58,megawatthours
2025-12-29T12,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,18709,megawatthours
2025-12-29T12,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,19246,megawatthours
2025-12-29T12,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11990,megawatthours
2025-12-29T12,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,258,megawatthours
2025-12-29T12,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2,megawatthours
2025-12-29T12,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,622,megawatthours
2025-12-29T12,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,24667,megawatthours
2025-12-29T11,ISNE,ISO New England,BAT,Battery storage,8,megawatthours
2025-12-29T11,ISNE,ISO New England,COL,Coal,17,megawatthours
2025-12-29T11,ISNE,ISO New England,NG,Natural Gas,6858,megawatthours
2025-12-29T11,ISNE,ISO New England,NUC,Nuclear,3353,megawatthours
2025-12-29T11,ISNE,ISO New England,OIL,Petroleum,32,megawatthours
2025-12-29T11,ISNE,ISO New England,OTH,Other,559,megawatthours
2025-12-29T11,ISNE,ISO New England,PS,Pumped storage,0,megawatthours
2025-12-29T11,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T11,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T11,ISNE,ISO New England,WAT,Hydro,411,megawatthours
2025-12-29T11,ISNE,ISO New England,WND,Wind,833,megawatthours
2025-12-29T11,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,-5,megawatthours
2025-12-29T11,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,17257,megawatthours
2025-12-29T11,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,16859,megawatthours
2025-12-29T11,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11987,megawatthours
2025-12-29T11,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,261,megawatthours
2025-12-29T11,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2,megawatthours
2025-12-29T11,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,607,megawatthours
2025-12-29T11,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,24719,megawatthours
2025-12-29T10,ISNE,ISO New England,BAT,Battery storage,6,megawatthours
2025-12-29T10,ISNE,ISO New England,COL,Coal,17,megawatthours
2025-12-29T10,ISNE,ISO New England,NG,Natural Gas,6619,megawatthours
2025-12-29T10,ISNE,ISO New England,NUC,Nuclear,3354,megawatthours
2025-12-29T10,ISNE,ISO New England,OIL,Petroleum,32,megawatthours
2025-12-29T10,ISNE,ISO New England,OTH,Other,561,megawatthours
2025-12-29T10,ISNE,ISO New England,PS,Pumped storage,0,megawatthours
2025-12-29T10,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T10,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T10,ISNE,ISO New England,WAT,Hydro,405,megawatthours
2025-12-29T10,ISNE,ISO New England,WND,Wind,717,megawatthours
2025-12-29T10,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,-57,megawatthours
2025-12-29T10,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,16628,megawatthours
2025-12-29T10,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,15597,megawatthours
2025-12-29T10,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11984,megawatthours
2025-12-29T10,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,260,megawatthours
2025-12-29T10,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2,megawatthours
2025-12-29T10,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,606,megawatthours
2025-12-29T10,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,24739,megawatthours
2025-12-29T09,ISNE,ISO New England,BAT,Battery storage,0,megawatthours
2025-12-29T09,ISNE,ISO New England,COL,Coal,21,megawatthours
2025-12-29T09,ISNE,ISO New England,NG,Natural Gas,6765,megawatthours
2025-12-29T09,ISNE,ISO New England,NUC,Nuclear,3356,megawatthours
2025-12-29T09,ISNE,ISO New England,OIL,Petroleum,32,megawatthours
2025-12-29T09,ISNE,ISO New England,OTH,Other,575,megawatthours
2025-12-29T09,ISNE,ISO New England,PS,Pumped storage,0,megawatthours
2025-12-29T09,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T09,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T09,ISNE,ISO New England,WAT,Hydro,404,megawatthours
2025-12-29T09,ISNE,ISO New England,WND,Wind,634,megawatthours
2025-12-29T09,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,-206,megawatthours
2025-12-29T09,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,16729,megawatthours
2025-12-29T09,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,15579,megawatthours
2025-12-29T09,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11977,megawatthours
2025-12-29T09,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,260,megawatthours
2025-12-29T09,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2,megawatthours
2025-12-29T09,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,591,megawatthours
2025-12-29T09,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,24863,megawatthours
2025-12-29T08,ISNE,ISO New England,BAT,Battery storage,1,megawatthours
2025-12-29T08,ISNE,ISO New England,COL,Coal,24,megawatthours
2025-12-29T08,ISNE,ISO New England,NG,Natural Gas,6827,megawatthours
2025-12-29T08,ISNE,ISO New England,NUC,Nuclear,3358,megawatthours
2025-12-29T08,ISNE,ISO New England,OIL,Petroleum,73,megawatthours
2025-12-29T08,ISNE,ISO New England,OTH,Other,570,megawatthours
2025-12-29T08,ISNE,ISO New England,PS,Pumped storage,0,megawatthours
2025-12-29T08,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T08,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T08,ISNE,ISO New England,WAT,Hydro,402,megawatthours
2025-12-29T08,ISNE,ISO New England,WND,Wind,558,megawatthours
2025-12-29T08,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,-184,megawatthours
2025-12-29T08,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,16651,megawatthours
2025-12-29T08,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,15178,megawatthours
2025-12-29T08,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11964,megawatthours
2025-12-29T08,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,265,megawatthours
2025-12-29T08,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2,megawatthours
2025-12-29T08,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,587,megawatthours
2025-12-29T08,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,24810,megawatthours
2025-12-29T07,ISNE,ISO New England,BAT,Battery storage,3,megawatthours
2025-12-29T07,ISNE,ISO New England,COL,Coal,16,megawatthours
2025-12-29T07,ISNE,ISO New England,NG,Natural Gas,7071,megawatthours
2025-12-29T07,ISNE,ISO New England,NUC,Nuclear,3358,megawatthours
2025-12-29T07,ISNE,ISO New England,OIL,Petroleum,73,megawatthours
2025-12-29T07,ISNE,ISO New England,OTH,Other,563,megawatthours
2025-12-29T07,ISNE,ISO New England,PS,Pumped storage,0,megawatthours
2025-12-29T07,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T07,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T07,ISNE,ISO New England,WAT,Hydro,401,megawatthours
2025-12-29T07,ISNE,ISO New England,WND,Wind,502,megawatthours
2025-12-29T07,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,-50,megawatthours
2025-12-29T07,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,16494,megawatthours
2025-12-29T07,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,14940,megawatthours
2025-12-29T07,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11950,megawatthours
2025-12-29T07,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,268,megawatthours
2025-12-29T07,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2,megawatthours
2025-12-29T07,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,587,megawatthours
2025-12-29T07,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,24979,megawatthours
2025-12-29T06,ISNE,ISO New England,BAT,Battery storage,24,megawatthours
2025-12-29T06,ISNE,ISO New England,COL,Coal,20,megawatthours
2025-12-29T06,ISNE,ISO New England,NG,Natural Gas,6935,megawatthours
2025-12-29T06,ISNE,ISO New England,NUC,Nuclear,3356,megawatthours
2025-12-29T06,ISNE,ISO New England,OIL,Petroleum,73,megawatthours
2025-12-29T06,ISNE,ISO New England,OTH,Other,565,megawatthours
2025-12-29T06,ISNE,ISO New England,PS,Pumped storage,0,megawatthours
2025-12-29T06,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T06,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T06,ISNE,ISO New England,WAT,Hydro,402,megawatthours
2025-12-29T06,ISNE,ISO New England,WND,Wind,500,megawatthours
2025-12-29T06,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,-54,megawatthours
2025-12-29T06,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,17007,megawatthours
2025-12-29T06,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,15503,megawatthours
2025-12-29T06,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11937,megawatthours
2025-12-29T06,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,265,megawatthours
2025-12-29T06,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2,megawatthours
2025-12-29T06,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,580,megawatthours
2025-12-29T06,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,25450,megawatthours
2025-12-29T05,ISNE,ISO New England,BAT,Battery storage,1,megawatthours
2025-12-29T05,ISNE,ISO New England,COL,Coal,17,megawatthours
2025-12-29T05,ISNE,ISO New England,NG,Natural Gas,7060,megawatthours
2025-12-29T05,ISNE,ISO New England,NUC,Nuclear,3312,megawatthours
2025-12-29T05,ISNE,ISO New England,OIL,Petroleum,28,megawatthours
2025-12-29T05,ISNE,ISO New England,OTH,Other,560,megawatthours
2025-12-29T05,ISNE,ISO New England,PS,Pumped storage,128,megawatthours
2025-12-29T05,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T05,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T05,ISNE,ISO New England,WAT,Hydro,399,megawatthours
2025-12-29T05,ISNE,ISO New England,WND,Wind,475,megawatthours
2025-12-29T05,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,-53,megawatthours
2025-12-29T05,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,18222,megawatthours
2025-12-29T05,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,16960,megawatthours
2025-12-29T05,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11943,megawatthours
2025-12-29T05,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,261,megawatthours
2025-12-29T05,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2,megawatthours
2025-12-29T05,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,609,megawatthours
2025-12-29T05,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,25843,megawatthours
2025-12-29T04,ISNE,ISO New England,BAT,Battery storage,4,megawatthours
2025-12-29T04,ISNE,ISO New England,COL,Coal,19,megawatthours
2025-12-29T04,ISNE,ISO New England,NG,Natural Gas,7831,megawatthours
2025-12-29T04,ISNE,ISO New England,NUC,Nuclear,3290,megawatthours
2025-12-29T04,ISNE,ISO New England,OIL,Petroleum,56,megawatthours
2025-12-29T04,ISNE,ISO New England,OTH,Other,541,megawatthours
2025-12-29T04,ISNE,ISO New England,PS,Pumped storage,127,megawatthours
2025-12-29T04,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T04,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T04,ISNE,ISO New England,WAT,Hydro,402,megawatthours
2025-12-29T04,ISNE,ISO New England,WND,Wind,409,megawatthours
2025-12-29T04,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,-14,megawatthours
2025-12-29T04,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,19814,megawatthours
2025-12-29T04,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,18385,megawatthours
2025-12-29T04,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11942,megawatthours
2025-12-29T04,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,256,megawatthours
2025-12-29T04,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2,megawatthours
2025-12-29T04,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,579,megawatthours
2025-12-29T04,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,24863,megawatthours
2025-12-29T03,ISNE,ISO New England,BAT,Battery storage,19,megawatthours
2025-12-29T03,ISNE,ISO New England,COL,Coal,20,megawatthours
2025-12-29T03,ISNE,ISO New England,NG,Natural Gas,8846,megawatthours
2025-12-29T03,ISNE,ISO New England,NUC,Nuclear,3304,megawatthours
2025-12-29T03,ISNE,ISO New England,OIL,Petroleum,56,megawatthours
2025-12-29T03,ISNE,ISO New England,OTH,Other,553,megawatthours
2025-12-29T03,ISNE,ISO New England,PS,Pumped storage,128,megawatthours
2025-12-29T03,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T03,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T03,ISNE,ISO New England,WAT,Hydro,429,megawatthours
2025-12-29T03,ISNE,ISO New England,WND,Wind,448,megawatthours
2025-12-29T03,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,-36,megawatthours
2025-12-29T03,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,21290,megawatthours
2025-12-29T03,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,19856,megawatthours
2025-12-29T03,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11944,megawatthours
2025-12-29T03,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,255,megawatthours
2025-12-29T03,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2,megawatthours
2025-12-29T03,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,607,megawatthours
2025-12-29T03,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,23625,megawatthours
2025-12-29T02,ISNE,ISO New England,BAT,Battery storage,9,megawatthours
2025-12-29T02,ISNE,ISO New England,COL,Coal,23,megawatthours
2025-12-29T02,ISNE,ISO New England,NG,Natural Gas,9399,megawatthours
2025-12-29T02,ISNE,ISO New England,NUC,Nuclear,3317,megawatthours
2025-12-29T02,ISNE,ISO New England,OIL,Petroleum,56,megawatthours
2025-12-29T02,ISNE,ISO New England,OTH,Other,563,megawatthours
2025-12-29T02,ISNE,ISO New England,PS,Pumped storage,128,megawatthours
2025-12-29T02,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T02,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T02,ISNE,ISO New England,WAT,Hydro,449,megawatthours
2025-12-29T02,ISNE,ISO New England,WND,Wind,470,megawatthours
2025-12-29T02,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,-40,megawatthours
2025-12-29T02,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,21647,megawatthours
2025-12-29T02,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,20241,megawatthours
2025-12-29T02,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11940,megawatthours
2025-12-29T02,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,246,megawatthours
2025-12-29T02,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2,megawatthours
2025-12-29T02,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,717,megawatthours
2025-12-29T02,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,23812,megawatthours
2025-12-29T01,ISNE,ISO New England,BAT,Battery storage,8,megawatthours
2025-12-29T01,ISNE,ISO New England,COL,Coal,21,megawatthours
2025-12-29T01,ISNE,ISO New England,NG,Natural Gas,8957,megawatthours
2025-12-29T01,ISNE,ISO New England,NUC,Nuclear,3322,megawatthours
2025-12-29T01,ISNE,ISO New England,OIL,Petroleum,56,megawatthours
2025-12-29T01,ISNE,ISO New England,OTH,Other,563,megawatthours
2025-12-29T01,ISNE,ISO New England,PS,Pumped storage,128,megawatthours
2025-12-29T01,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T01,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T01,ISNE,ISO New England,WAT,Hydro,592,megawatthours
2025-12-29T01,ISNE,ISO New England,WND,Wind,490,megawatthours
2025-12-29T01,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,75,megawatthours
2025-12-29T01,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,21411,megawatthours
2025-12-29T01,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,20326,megawatthours
2025-12-29T01,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11932,megawatthours
2025-12-29T01,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,255,megawatthours
2025-12-29T01,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,2,megawatthours
2025-12-29T01,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,992,megawatthours
2025-12-29T01,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,23857,megawatthours
2025-12-29T00,ISNE,ISO New England,BAT,Battery storage,4,megawatthours
2025-12-29T00,ISNE,ISO New England,COL,Coal,23,megawatthours
2025-12-29T00,ISNE,ISO New England,NG,Natural Gas,9726,megawatthours
2025-12-29T00,ISNE,ISO New England,NUC,Nuclear,3338,megawatthours
2025-12-29T00,ISNE,ISO New England,OIL,Petroleum,203,megawatthours
2025-12-29T00,ISNE,ISO New England,OTH,Other,585,megawatthours
2025-12-29T00,ISNE,ISO New England,PS,Pumped storage,129,megawatthours
2025-12-29T00,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-29T00,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-29T00,ISNE,ISO New England,WAT,Hydro,748,megawatthours
2025-12-29T00,ISNE,ISO New England,WND,Wind,521,megawatthours
2025-12-29T00,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,147,megawatthours
2025-12-29T00,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,20747,megawatthours
2025-12-29T00,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,20071,megawatthours
2025-12-29T00,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11933,megawatthours
2025-12-29T00,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,270,megawatthours
2025-12-29T00,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,8,megawatthours
2025-12-29T00,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1253,megawatthours
2025-12-29T00,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,23696,megawatthours
2025-12-28T23,ISNE,ISO New England,BAT,Battery storage,4,megawatthours
2025-12-28T23,ISNE,ISO New England,COL,Coal,20,megawatthours
2025-12-28T23,ISNE,ISO New England,NG,Natural Gas,9778,megawatthours
2025-12-28T23,ISNE,ISO New England,NUC,Nuclear,3358,megawatthours
2025-12-28T23,ISNE,ISO New England,OIL,Petroleum,266,megawatthours
2025-12-28T23,ISNE,ISO New England,OTH,Other,604,megawatthours
2025-12-28T23,ISNE,ISO New England,PS,Pumped storage,259,megawatthours
2025-12-28T23,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-28T23,ISNE,ISO New England,SUN,Solar,2,megawatthours
2025-12-28T23,ISNE,ISO New England,WAT,Hydro,750,megawatthours
2025-12-28T23,ISNE,ISO New England,WND,Wind,483,megawatthours
2025-12-28T23,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,20,megawatthours
2025-12-28T23,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,19184,megawatthours
2025-12-28T23,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,19666,megawatthours
2025-12-28T23,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,11922,megawatthours
2025-12-28T23,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,271,megawatthours
2025-12-28T23,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,427,megawatthours
2025-12-28T23,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,1387,megawatthours
2025-12-28T23,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,23231,megawatthours
2025-12-28T22,ISNE,ISO New England,BAT,Battery storage,9,megawatthours
2025-12-28T22,ISNE,ISO New England,COL,Coal,19,megawatthours
2025-12-28T22,ISNE,ISO New England,NG,Natural Gas,9470,megawatthours
2025-12-28T22,ISNE,ISO New England,NUC,Nuclear,3375,megawatthours
2025-12-28T22,ISNE,ISO New England,OIL,Petroleum,175,megawatthours
2025-12-28T22,ISNE,ISO New England,OTH,Other,609,megawatthours
2025-12-28T22,ISNE,ISO New England,PS,Pumped storage,238,megawatthours
2025-12-28T22,ISNE,ISO New England,SNB,Solar with integrated battery storage,0,megawatthours
2025-12-28T22,ISNE,ISO New England,SUN,Solar,3,megawatthours
2025-12-28T22,ISNE,ISO New England,WAT,Hydro,587,megawatthours
2025-12-28T22,ISNE,ISO New England,WND,Wind,452,megawatthours
2025-12-28T22,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,-52,megawatthours
2025-12-28T22,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,19143,megawatthours
