period,subba,subba-name,parent,parent-name,timezone,value,value-units
2025-02-23,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,242719,megawatthours
2025-02-23,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,241462,megawatthours
2025-02-23,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,240930,megawatthours
2025-02-22,4008,Northeast Mass.,ISNE,ISO New England,Arizona,69355,megawatthours
2025-02-22,4008,Northeast Mass.,ISNE,ISO New England,Central,69522,megawatthours
2025-02-22,4008,Northeast Mass.,ISNE,ISO New England,Eastern,69674,megawatthours
2025-02-22,4008,Northeast Mass.,ISNE,ISO New England,Mountain,69355,megawatthours
2025-02-22,4008,Northeast Mass.,ISNE,ISO New England,Pacific,69184,megawatthours
2025-02-22,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,258703,megawatthours
2025-02-22,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,259608,megawatthours
2025-02-22,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,260584,megawatthours
2025-02-22,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,258703,megawatthours
2025-02-22,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,257825,megawatthours
2025-02-21,4008,Northeast Mass.,ISNE,ISO New England,Arizona,73866,megawatthours
2025-02-21,4008,Northeast Mass.,ISNE,ISO New England,Central,73841,megawatthours
2025-02-21,4008,Northeast Mass.,ISNE,ISO New England,Eastern,73814,megawatthours
2025-02-21,4008,Northeast Mass.,ISNE,ISO New England,Mountain,73866,megawatthours
2025-02-21,4008,Northeast Mass.,ISNE,ISO New England,Pacific,73877,megawatthours
2025-02-21,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,285873,megawatthours
2025-02-21,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,286411,megawatthours
2025-02-21,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,286868,megawatthours
2025-02-21,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,285873,megawatthours
2025-02-21,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,285307,megawatthours
2025-02-20,4008,Northeast Mass.,ISNE,ISO New England,Arizona,76066,megawatthours
2025-02-20,4008,Northeast Mass.,ISNE,ISO New England,Central,76129,megawatthours
2025-02-20,4008,Northeast Mass.,ISNE,ISO New England,Eastern,76187,megawatthours
2025-02-20,4008,Northeast Mass.,ISNE,ISO New England,Mountain,76066,megawatthours
2025-02-20,4008,Northeast Mass.,ISNE,ISO New England,Pacific,76006,megawatthours
2025-02-20,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,298421,megawatthours
2025-02-20,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,298741,megawatthours
2025-02-20,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,299114,megawatthours
2025-02-20,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,298421,megawatthours
2025-02-20,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,298127,megawatthours
2025-02-19,4008,Northeast Mass.,ISNE,ISO New England,Arizona,76513,megawatthours
2025-02-19,4008,Northeast Mass.,ISNE,ISO New England,Central,76582,megawatthours
2025-02-19,4008,Northeast Mass.,ISNE,ISO New England,Eastern,76671,megawatthours
2025-02-19,4008,Northeast Mass.,ISNE,ISO New England,Mountain,76513,megawatthours
2025-02-19,4008,Northeast Mass.,ISNE,ISO New England,Pacific,76449,megawatthours
2025-02-19,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,308552,megawatthours
2025-02-19,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,308774,megawatthours
2025-02-19,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,308983,megawatthours
2025-02-19,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,308552,megawatthours
2025-02-19,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,308319,megawatthours
2025-02-18,4008,Northeast Mass.,ISNE,ISO New England,Arizona,78337,megawatthours
2025-02-18,4008,Northeast Mass.,ISNE,ISO New England,Central,78326,megawatthours
2025-02-18,4008,Northeast Mass.,ISNE,ISO New England,Eastern,78296,megawatthours
2025-02-18,4008,Northeast Mass.,ISNE,ISO New England,Mountain,78337,megawatthours
2025-02-18,4008,Northeast Mass.,ISNE,ISO New England,Pacific,78344,megawatthours
2025-02-18,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,311439,megawatthours
2025-02-18,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,311541,megawatthours
2025-02-18,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,311596,megawatthours
2025-02-18,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,311439,megawatthours
2025-02-18,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,311285,megawatthours
2025-02-17,4008,Northeast Mass.,ISNE,ISO New England,Arizona,74090,megawatthours
2025-02-17,4008,Northeast Mass.,ISNE,ISO New England,Central,73859,megawatthours
2025-02-17,4008,Northeast Mass.,ISNE,ISO New England,Eastern,73616,megawatthours
2025-02-17,4008,Northeast Mass.,ISNE,ISO New England,Mountain,74090,megawatthours
2025-02-17,4008,Northeast Mass.,ISNE,ISO New England,Pacific,74322,megawatthours
2025-02-17,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,302568,megawatthours
2025-02-17,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,301549,megawatthours
2025-02-17,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,300453,megawatthours
2025-02-17,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,302568,megawatthours
2025-02-17,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,303562,megawatthours
2025-02-16,4008,Northeast Mass.,ISNE,ISO New England,Arizona,69092,megawatthours
2025-02-16,4008,Northeast Mass.,ISNE,ISO New England,Central,69113,megawatthours
2025-02-16,4008,Northeast Mass.,ISNE,ISO New England,Eastern,69166,megawatthours
2025-02-16,4008,Northeast Mass.,ISNE,ISO New England,Mountain,69092,megawatthours
2025-02-16,4008,Northeast Mass.,ISNE,ISO New England,Pacific,69100,megawatthours
2025-02-16,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,259214,megawatthours
2025-02-16,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,258132,megawatthours
2025-02-16,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,257158,megawatthours
2025-02-16,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,259214,megawatthours
2025-02-16,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,260439,megawatthours
2025-02-15,4008,Northeast Mass.,ISNE,ISO New England,Arizona,70198,megawatthours
2025-02-15,4008,Northeast Mass.,ISNE,ISO New England,Central,70238,megawatthours
2025-02-15,4008,Northeast Mass.,ISNE,ISO New England,Eastern,70275,megawatthours
2025-02-15,4008,Northeast Mass.,ISNE,ISO New England,Mountain,70198,megawatthours
2025-02-15,4008,Northeast Mass.,ISNE,ISO New England,Pacific,70141,megawatthours
2025-02-15,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,259133,megawatthours
2025-02-15,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,259888,megawatthours
2025-02-15,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,260731,megawatthours
2025-02-15,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,259133,megawatthours
2025-02-15,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,258543,megawatthours
2025-02-14,4008,Northeast Mass.,ISNE,ISO New England,Arizona,71518,megawatthours
2025-02-14,4008,Northeast Mass.,ISNE,ISO New England,Central,71399,megawatthours
2025-02-14,4008,Northeast Mass.,ISNE,ISO New England,Eastern,71275,megawatthours
2025-02-14,4008,Northeast Mass.,ISNE,ISO New England,Mountain,71518,megawatthours
2025-02-14,4008,Northeast Mass.,ISNE,ISO New England,Pacific,71626,megawatthours
2025-02-14,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,297671,megawatthours
2025-02-14,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,298694,megawatthours
2025-02-14,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,299620,megawatthours
2025-02-14,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,297671,megawatthours
2025-02-14,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,296422,megawatthours
2025-02-13,4008,Northeast Mass.,ISNE,ISO New England,Arizona,71856,megawatthours
2025-02-13,4008,Northeast Mass.,ISNE,ISO New England,Central,71879,megawatthours
2025-02-13,4008,Northeast Mass.,ISNE,ISO New England,Eastern,71917,megawatthours
2025-02-13,4008,Northeast Mass.,ISNE,ISO New England,Mountain,71856,megawatthours
2025-02-13,4008,Northeast Mass.,ISNE,ISO New England,Pacific,71844,megawatthours
2025-02-13,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,291862,megawatthours
2025-02-13,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,290588,megawatthours
2025-02-13,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,289359,megawatthours
2025-02-13,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,291862,megawatthours
2025-02-13,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,293143,megawatthours
2025-02-12,4008,Northeast Mass.,ISNE,ISO New England,Arizona,74097,megawatthours
2025-02-12,4008,Northeast Mass.,ISNE,ISO New England,Central,74109,megawatthours
2025-02-12,4008,Northeast Mass.,ISNE,ISO New England,Eastern,74111,megawatthours
2025-02-12,4008,Northeast Mass.,ISNE,ISO New England,Mountain,74097,megawatthours
2025-02-12,4008,Northeast Mass.,ISNE,ISO New England,Pacific,74087,megawatthours
2025-02-12,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,288888,megawatthours
2025-02-12,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,289014,megawatthours
2025-02-12,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,289119,megawatthours
2025-02-12,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,288888,megawatthours
2025-02-12,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,288796,megawatthours
2025-02-11,4008,Northeast Mass.,ISNE,ISO New England,Arizona,74871,megawatthours
2025-02-11,4008,Northeast Mass.,ISNE,ISO New England,Central,74991,megawatthours
2025-02-11,4008,Northeast Mass.,ISNE,ISO New England,Eastern,75090,megawatthours
2025-02-11,4008,Northeast Mass.,ISNE,ISO New England,Mountain,74871,megawatthours
2025-02-11,4008,Northeast Mass.,ISNE,ISO New England,Pacific,74720,megawatthours
2025-02-11,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,282023,megawatthours
2025-02-11,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,281572,megawatthours
2025-02-11,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,281136,megawatthours
2025-02-11,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,282023,megawatthours
2025-02-11,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,282471,megawatthours
2025-02-10,4008,Northeast Mass.,ISNE,ISO New England,Arizona,73942,megawatthours
2025-02-10,4008,Northeast Mass.,ISNE,ISO New England,Central,73838,megawatthours
2025-02-10,4008,Northeast Mass.,ISNE,ISO New England,Eastern,73738,megawatthours
2025-02-10,4008,Northeast Mass.,ISNE,ISO New England,Mountain,73942,megawatthours
2025-02-10,4008,Northeast Mass.,ISNE,ISO New England,Pacific,74065,megawatthours
2025-02-10,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,270692,megawatthours
2025-02-10,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,270604,megawatthours
2025-02-10,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,270410,megawatthours
2025-02-10,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,270692,megawatthours
2025-02-10,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,270676,megawatthours
2025-02-09,4008,Northeast Mass.,ISNE,ISO New England,Arizona,69625,megawatthours
2025-02-09,4008,Northeast Mass.,ISNE,ISO New England,Central,69619,megawatthours
2025-02-09,4008,Northeast Mass.,ISNE,ISO New England,Eastern,69631,megawatthours
2025-02-09,4008,Northeast Mass.,ISNE,ISO New England,Mountain,69625,megawatthours
2025-02-09,4008,Northeast Mass.,ISNE,ISO New England,Pacific,69647,megawatthours
2025-02-09,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,246172,megawatthours
2025-02-09,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,245928,megawatthours
2025-02-09,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,245813,megawatthours
2025-02-09,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,246172,megawatthours
2025-02-09,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,246442,megawatthours
2025-02-08,4008,Northeast Mass.,ISNE,ISO New England,Arizona,67835,megawatthours
2025-02-08,4008,Northeast Mass.,ISNE,ISO New England,Central,67882,megawatthours
2025-02-08,4008,Northeast Mass.,ISNE,ISO New England,Eastern,67924,megawatthours
2025-02-08,4008,Northeast Mass.,ISNE,ISO New England,Mountain,67835,megawatthours
2025-02-08,4008,Northeast Mass.,ISNE,ISO New England,Pacific,67780,megawatthours
2025-02-08,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,258454,megawatthours
2025-02-08,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,258806,megawatthours
2025-02-08,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,259159,megawatthours
2025-02-08,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,258454,megawatthours
2025-02-08,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,258192,megawatthours
2025-02-07,4008,Northeast Mass.,ISNE,ISO New England,Arizona,70544,megawatthours
2025-02-07,4008,Northeast Mass.,ISNE,ISO New England,Central,70443,megawatthours
2025-02-07,4008,Northeast Mass.,ISNE,ISO New England,Eastern,70371,megawatthours
2025-02-07,4008,Northeast Mass.,ISNE,ISO New England,Mountain,70544,megawatthours
2025-02-07,4008,Northeast Mass.,ISNE,ISO New England,Pacific,70661,megawatthours
2025-02-07,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,274622,megawatthours
2025-02-07,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,274889,megawatthours
2025-02-07,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,275116,megawatthours
2025-02-07,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,274622,megawatthours
2025-02-07,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,274329,megawatthours
2025-02-06,4008,Northeast Mass.,ISNE,ISO New England,Arizona,76694,megawatthours
2025-02-06,4008,Northeast Mass.,ISNE,ISO New England,Central,76953,megawatthours
2025-02-06,4008,Northeast Mass.,ISNE,ISO New England,Eastern,77186,megawatthours
2025-02-06,4008,Northeast Mass.,ISNE,ISO New England,Mountain,76694,megawatthours
2025-02-06,4008,Northeast Mass.,ISNE,ISO New England,Pacific,76411,megawatthours
2025-02-06,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,275647,megawatthours
2025-02-06,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,275386,megawatthours
2025-02-06,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,275210,megawatthours
2025-02-06,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,275647,megawatthours
2025-02-06,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,275952,megawatthours
2025-02-05,4008,Northeast Mass.,ISNE,ISO New England,Arizona,74835,megawatthours
2025-02-05,4008,Northeast Mass.,ISNE,ISO New England,Central,74703,megawatthours
2025-02-05,4008,Northeast Mass.,ISNE,ISO New England,Eastern,74565,megawatthours
2025-02-05,4008,Northeast Mass.,ISNE,ISO New England,Mountain,74835,megawatthours
2025-02-05,4008,Northeast Mass.,ISNE,ISO New England,Pacific,74953,megawatthours
2025-02-05,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,281662,megawatthours
2025-02-05,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,281828,megawatthours
2025-02-05,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,281959,megawatthours
2025-02-05,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,281662,megawatthours
2025-02-05,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,281409,megawatthours
2025-02-04,4008,Northeast Mass.,ISNE,ISO New England,Arizona,68708,megawatthours
2025-02-04,4008,Northeast Mass.,ISNE,ISO New England,Central,68381,megawatthours
2025-02-04,4008,Northeast Mass.,ISNE,ISO New England,Eastern,68072,megawatthours
2025-02-04,4008,Northeast Mass.,ISNE,ISO New England,Mountain,68708,megawatthours
2025-02-04,4008,Northeast Mass.,ISNE,ISO New England,Pacific,69065,megawatthours
2025-02-04,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,275030,megawatthours
2025-02-04,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,274457,megawatthours
2025-02-04,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,273862,megawatthours
2025-02-04,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,275030,megawatthours
2025-02-04,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,275609,megawatthours
2025-02-03,4008,Northeast Mass.,ISNE,ISO New England,Arizona,69930,megawatthours
2025-02-03,4008,Northeast Mass.,ISNE,ISO New England,Central,70220,megawatthours
2025-02-03,4008,Northeast Mass.,ISNE,ISO New England,Eastern,70504,megawatthours
2025-02-03,4008,Northeast Mass.,ISNE,ISO New England,Mountain,69930,megawatthours
2025-02-03,4008,Northeast Mass.,ISNE,ISO New England,Pacific,69637,megawatthours
2025-02-03,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,259997,megawatthours
2025-02-03,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,259289,megawatthours
2025-02-03,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,258550,megawatthours
2025-02-03,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,259997,megawatthours
2025-02-03,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,260726,megawatthours
2025-02-02,4008,Northeast Mass.,ISNE,ISO New England,Arizona,74174,megawatthours
2025-02-02,4008,Northeast Mass.,ISNE,ISO New England,Central,74454,megawatthours
2025-02-02,4008,Northeast Mass.,ISNE,ISO New England,Eastern,74711,megawatthours
2025-02-02,4008,Northeast Mass.,ISNE,ISO New England,Mountain,74174,megawatthours
2025-02-02,4008,Northeast Mass.,ISNE,ISO New England,Pacific,73887,megawatthours
2025-02-02,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,237135,megawatthours
2025-02-02,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,237795,megawatthours
2025-02-02,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,238490,megawatthours
2025-02-02,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,237135,megawatthours
2025-02-02,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,236448,megawatthours
2025-02-01,4008,Northeast Mass.,ISNE,ISO New England,Arizona,71152,megawatthours
2025-02-01,4008,Northeast Mass.,ISNE,ISO New England,Central,70688,megawatthours
2025-02-01,4008,Northeast Mass.,ISNE,ISO New England,Eastern,70250,megawatthours
2025-02-01,4008,Northeast Mass.,ISNE,ISO New England,Mountain,71152,megawatthours
2025-02-01,4008,Northeast Mass.,ISNE,ISO New England,Pacific,71628,megawatthours
2025-02-01,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,250308,megawatthours
2025-02-01,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,250456,megawatthours
2025-02-01,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,250609,megawatthours
2025-02-01,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,250308,megawatthours
2025-02-01,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,250235,megawatthours
2025-01-31,4008,Northeast Mass.,ISNE,ISO New England,Arizona,71109,megawatthours
2025-01-31,4008,Northeast Mass.,ISNE,ISO New England,Central,71313,megawatthours
2025-01-31,4008,Northeast Mass.,ISNE,ISO New England,Eastern,71528,megawatthours
2025-01-31,4008,Northeast Mass.,ISNE,ISO New England,Mountain,71109,megawatthours
2025-01-31,4008,Northeast Mass.,ISNE,ISO New England,Pacific,70906,megawatthours
2025-01-31,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,264708,megawatthours
2025-01-31,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,264263,megawatthours
2025-01-31,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,263824,megawatthours
2025-01-31,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,264708,megawatthours
2025-01-31,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,265129,megawatthours
2025-01-30,4008,Northeast Mass.,ISNE,ISO New England,Arizona,74339,megawatthours
2025-01-30,4008,Northeast Mass.,ISNE,ISO New England,Central,74314,megawatthours
2025-01-30,4008,Northeast Mass.,ISNE,ISO New England,Eastern,74264,megawatthours
2025-01-30,4008,Northeast Mass.,ISNE,ISO New England,Mountain,74339,megawatthours
2025-01-30,4008,Northeast Mass.,ISNE,ISO New England,Pacific,74320,megawatthours
2025-01-30,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,260776,megawatthours
2025-01-30,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,260959,megawatthours
2025-01-30,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,261097,megawatthours
2025-01-30,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,260776,megawatthours
2025-01-30,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,260533,megawatthours
2025-01-29,4008,Northeast Mass.,ISNE,ISO New England,Arizona,72104,megawatthours
2025-01-29,4008,Northeast Mass.,ISNE,ISO New England,Central,72109,megawatthours
2025-01-29,4008,Northeast Mass.,ISNE,ISO New England,Eastern,72108,megawatthours
2025-01-29,4008,Northeast Mass.,ISNE,ISO New England,Mountain,72104,megawatthours
2025-01-29,4008,Northeast Mass.,ISNE,ISO New England,Pacific,72126,megawatthours
2025-01-29,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,256541,megawatthours
2025-01-29,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,256598,megawatthours
2025-01-29,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,256648,megawatthours
2025-01-29,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,256541,megawatthours
2025-01-29,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,256547,megawatthours
2025-01-28,4008,Northeast Mass.,ISNE,ISO New England,Arizona,71020,megawatthours
2025-01-28,4008,Northeast Mass.,ISNE,ISO New England,Central,70914,megawatthours
2025-01-28,4008,Northeast Mass.,ISNE,ISO New England,Eastern,70828,megawatthours
2025-01-28,4008,Northeast Mass.,ISNE,ISO New England,Mountain,71020,megawatthours
2025-01-28,4008,Northeast Mass.,ISNE,ISO New England,Pacific,71147,megawatthours
2025-01-28,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,263494,megawatthours
2025-01-28,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,263746,megawatthours
2025-01-28,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,264038,megawatthours
2025-01-28,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,263494,megawatthours
2025-01-28,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,263198,megawatthours
2025-01-27,4008,Northeast Mass.,ISNE,ISO New England,Arizona,71587,megawatthours
2025-01-27,4008,Northeast Mass.,ISNE,ISO New England,Central,71654,megawatthours
2025-01-27,4008,Northeast Mass.,ISNE,ISO New England,Eastern,71693,megawatthours
2025-01-27,4008,Northeast Mass.,ISNE,ISO New England,Mountain,71587,megawatthours
2025-01-27,4008,Northeast Mass.,ISNE,ISO New England,Pacific,71491,megawatthours
2025-01-27,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,278712,megawatthours
2025-01-27,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,279235,megawatthours
2025-01-27,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,279667,megawatthours
2025-01-27,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,278712,megawatthours
2025-01-27,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,278130,megawatthours
2025-01-26,4008,Northeast Mass.,ISNE,ISO New England,Arizona,68876,megawatthours
2025-01-26,4008,Northeast Mass.,ISNE,ISO New England,Central,69002,megawatthours
2025-01-26,4008,Northeast Mass.,ISNE,ISO New England,Eastern,69154,megawatthours
2025-01-26,4008,Northeast Mass.,ISNE,ISO New England,Mountain,68876,megawatthours
2025-01-26,4008,Northeast Mass.,ISNE,ISO New England,Pacific,68781,megawatthours
2025-01-26,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,257697,megawatthours
2025-01-26,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,257551,megawatthours
2025-01-26,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,257426,megawatthours
2025-01-26,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,257697,megawatthours
2025-01-26,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,257924,megawatthours
2025-01-25,4008,Northeast Mass.,ISNE,ISO New England,Arizona,72772,megawatthours
2025-01-25,4008,Northeast Mass.,ISNE,ISO New England,Central,72864,megawatthours
2025-01-25,4008,Northeast Mass.,ISNE,ISO New England,Eastern,72938,megawatthours
2025-01-25,4008,Northeast Mass.,ISNE,ISO New England,Mountain,72772,megawatthours
