period,respondent,respondent-name,fueltype,type-name,value,value-units,date,city,electricity_demand_mw
2023-12-31T15,PJM,"PJM Interconnection, LLC",WND,Wind,3278,megawatthours,2023-12-31,Chicago,3278
2023-12-31T14,ISNE,ISO New England,COL,Coal,4,megawatthours,2023-12-31,Boston,4
2023-12-31T14,ISNE,ISO New England,NG,Natural Gas,5594,megawatthours,2023-12-31,Boston,5594
2023-12-31T14,ISNE,ISO New England,NUC,Nuclear,3383,megawatthours,2023-12-31,Boston,3383
2023-12-31T14,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T14,ISNE,ISO New England,OTH,Other,583,megawatthours,2023-12-31,Boston,583
2023-12-31T14,ISNE,ISO New England,SUN,Solar,41,megawatthours,2023-12-31,Boston,41
2023-12-31T14,ISNE,ISO New England,WAT,Hydro,1226,megawatthours,2023-12-31,Boston,1226
2023-12-31T14,ISNE,ISO New England,WND,Wind,110,megawatthours,2023-12-31,Boston,110
2023-12-31T14,PJM,"PJM Interconnection, LLC",COL,Coal,14133,megawatthours,2023-12-31,Chicago,14133
2023-12-31T14,PJM,"PJM Interconnection, LLC",NG,Natural Gas,37309,megawatthours,2023-12-31,Chicago,37309
2023-12-31T14,PJM,"PJM Interconnection, LLC",NUC,Nuclear,33010,megawatthours,2023-12-31,Chicago,33010
2023-12-31T14,PJM,"PJM Interconnection, LLC",OIL,Petroleum,217,megawatthours,2023-12-31,Chicago,217
2023-12-31T14,PJM,"PJM Interconnection, LLC",OTH,Other,1249,megawatthours,2023-12-31,Chicago,1249
2023-12-31T14,PJM,"PJM Interconnection, LLC",SUN,Solar,2340,megawatthours,2023-12-31,Chicago,2340
2023-12-31T14,PJM,"PJM Interconnection, LLC",WAT,Hydro,2099,megawatthours,2023-12-31,Chicago,2099
2023-12-31T14,PJM,"PJM Interconnection, LLC",WND,Wind,3542,megawatthours,2023-12-31,Chicago,3542
2023-12-31T13,ISNE,ISO New England,COL,Coal,3,megawatthours,2023-12-31,Boston,3
2023-12-31T13,ISNE,ISO New England,NG,Natural Gas,5412,megawatthours,2023-12-31,Boston,5412
2023-12-31T13,ISNE,ISO New England,NUC,Nuclear,3354,megawatthours,2023-12-31,Boston,3354
2023-12-31T13,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T13,ISNE,ISO New England,OTH,Other,579,megawatthours,2023-12-31,Boston,579
2023-12-31T13,ISNE,ISO New England,SUN,Solar,3,megawatthours,2023-12-31,Boston,3
2023-12-31T13,ISNE,ISO New England,WAT,Hydro,1128,megawatthours,2023-12-31,Boston,1128
2023-12-31T13,ISNE,ISO New England,WND,Wind,102,megawatthours,2023-12-31,Boston,102
2023-12-31T13,PJM,"PJM Interconnection, LLC",COL,Coal,14289,megawatthours,2023-12-31,Chicago,14289
2023-12-31T13,PJM,"PJM Interconnection, LLC",NG,Natural Gas,37595,megawatthours,2023-12-31,Chicago,37595
2023-12-31T13,PJM,"PJM Interconnection, LLC",NUC,Nuclear,33044,megawatthours,2023-12-31,Chicago,33044
2023-12-31T13,PJM,"PJM Interconnection, LLC",OIL,Petroleum,217,megawatthours,2023-12-31,Chicago,217
2023-12-31T13,PJM,"PJM Interconnection, LLC",OTH,Other,1099,megawatthours,2023-12-31,Chicago,1099
2023-12-31T13,PJM,"PJM Interconnection, LLC",SUN,Solar,948,megawatthours,2023-12-31,Chicago,948
2023-12-31T13,PJM,"PJM Interconnection, LLC",WAT,Hydro,2071,megawatthours,2023-12-31,Chicago,2071
2023-12-31T13,PJM,"PJM Interconnection, LLC",WND,Wind,3927,megawatthours,2023-12-31,Chicago,3927
2023-12-31T12,ISNE,ISO New England,COL,Coal,4,megawatthours,2023-12-31,Boston,4
2023-12-31T12,ISNE,ISO New England,NG,Natural Gas,5220,megawatthours,2023-12-31,Boston,5220
2023-12-31T12,ISNE,ISO New England,NUC,Nuclear,3376,megawatthours,2023-12-31,Boston,3376
2023-12-31T12,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T12,ISNE,ISO New England,OTH,Other,589,megawatthours,2023-12-31,Boston,589
2023-12-31T12,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-31,Boston,0
2023-12-31T12,ISNE,ISO New England,WAT,Hydro,1130,megawatthours,2023-12-31,Boston,1130
2023-12-31T12,ISNE,ISO New England,WND,Wind,105,megawatthours,2023-12-31,Boston,105
2023-12-31T12,PJM,"PJM Interconnection, LLC",COL,Coal,13786,megawatthours,2023-12-31,Chicago,13786
2023-12-31T12,PJM,"PJM Interconnection, LLC",NG,Natural Gas,38061,megawatthours,2023-12-31,Chicago,38061
2023-12-31T12,PJM,"PJM Interconnection, LLC",NUC,Nuclear,33022,megawatthours,2023-12-31,Chicago,33022
2023-12-31T12,PJM,"PJM Interconnection, LLC",OIL,Petroleum,219,megawatthours,2023-12-31,Chicago,219
2023-12-31T12,PJM,"PJM Interconnection, LLC",OTH,Other,1039,megawatthours,2023-12-31,Chicago,1039
2023-12-31T12,PJM,"PJM Interconnection, LLC",SUN,Solar,13,megawatthours,2023-12-31,Chicago,13
2023-12-31T12,PJM,"PJM Interconnection, LLC",WAT,Hydro,1861,megawatthours,2023-12-31,Chicago,1861
2023-12-31T12,PJM,"PJM Interconnection, LLC",WND,Wind,3859,megawatthours,2023-12-31,Chicago,3859
2023-12-31T11,ISNE,ISO New England,COL,Coal,4,megawatthours,2023-12-31,Boston,4
2023-12-31T11,ISNE,ISO New England,NG,Natural Gas,4609,megawatthours,2023-12-31,Boston,4609
2023-12-31T11,ISNE,ISO New England,NUC,Nuclear,3371,megawatthours,2023-12-31,Boston,3371
2023-12-31T11,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T11,ISNE,ISO New England,OTH,Other,584,megawatthours,2023-12-31,Boston,584
2023-12-31T11,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-31,Boston,0
2023-12-31T11,ISNE,ISO New England,WAT,Hydro,1128,megawatthours,2023-12-31,Boston,1128
2023-12-31T11,ISNE,ISO New England,WND,Wind,117,megawatthours,2023-12-31,Boston,117
2023-12-31T11,PJM,"PJM Interconnection, LLC",COL,Coal,13180,megawatthours,2023-12-31,Chicago,13180
2023-12-31T11,PJM,"PJM Interconnection, LLC",NG,Natural Gas,36924,megawatthours,2023-12-31,Chicago,36924
2023-12-31T11,PJM,"PJM Interconnection, LLC",NUC,Nuclear,33028,megawatthours,2023-12-31,Chicago,33028
2023-12-31T11,PJM,"PJM Interconnection, LLC",OIL,Petroleum,222,megawatthours,2023-12-31,Chicago,222
2023-12-31T11,PJM,"PJM Interconnection, LLC",OTH,Other,1041,megawatthours,2023-12-31,Chicago,1041
2023-12-31T11,PJM,"PJM Interconnection, LLC",SUN,Solar,12,megawatthours,2023-12-31,Chicago,12
2023-12-31T11,PJM,"PJM Interconnection, LLC",WAT,Hydro,1634,megawatthours,2023-12-31,Chicago,1634
2023-12-31T11,PJM,"PJM Interconnection, LLC",WND,Wind,3936,megawatthours,2023-12-31,Chicago,3936
2023-12-31T10,ISNE,ISO New England,COL,Coal,4,megawatthours,2023-12-31,Boston,4
2023-12-31T10,ISNE,ISO New England,NG,Natural Gas,4495,megawatthours,2023-12-31,Boston,4495
2023-12-31T10,ISNE,ISO New England,NUC,Nuclear,3368,megawatthours,2023-12-31,Boston,3368
2023-12-31T10,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T10,ISNE,ISO New England,OTH,Other,583,megawatthours,2023-12-31,Boston,583
2023-12-31T10,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-31,Boston,0
2023-12-31T10,ISNE,ISO New England,WAT,Hydro,1127,megawatthours,2023-12-31,Boston,1127
2023-12-31T10,ISNE,ISO New England,WND,Wind,123,megawatthours,2023-12-31,Boston,123
2023-12-31T10,PJM,"PJM Interconnection, LLC",COL,Coal,12585,megawatthours,2023-12-31,Chicago,12585
2023-12-31T10,PJM,"PJM Interconnection, LLC",NG,Natural Gas,36143,megawatthours,2023-12-31,Chicago,36143
2023-12-31T10,PJM,"PJM Interconnection, LLC",NUC,Nuclear,33044,megawatthours,2023-12-31,Chicago,33044
2023-12-31T10,PJM,"PJM Interconnection, LLC",OIL,Petroleum,220,megawatthours,2023-12-31,Chicago,220
2023-12-31T10,PJM,"PJM Interconnection, LLC",OTH,Other,1025,megawatthours,2023-12-31,Chicago,1025
2023-12-31T10,PJM,"PJM Interconnection, LLC",SUN,Solar,12,megawatthours,2023-12-31,Chicago,12
2023-12-31T10,PJM,"PJM Interconnection, LLC",WAT,Hydro,1503,megawatthours,2023-12-31,Chicago,1503
2023-12-31T10,PJM,"PJM Interconnection, LLC",WND,Wind,3898,megawatthours,2023-12-31,Chicago,3898
2023-12-31T09,ISNE,ISO New England,COL,Coal,1,megawatthours,2023-12-31,Boston,1
2023-12-31T09,ISNE,ISO New England,NG,Natural Gas,4354,megawatthours,2023-12-31,Boston,4354
2023-12-31T09,ISNE,ISO New England,NUC,Nuclear,3356,megawatthours,2023-12-31,Boston,3356
2023-12-31T09,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T09,ISNE,ISO New England,OTH,Other,573,megawatthours,2023-12-31,Boston,573
2023-12-31T09,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-31,Boston,0
2023-12-31T09,ISNE,ISO New England,WAT,Hydro,1119,megawatthours,2023-12-31,Boston,1119
2023-12-31T09,ISNE,ISO New England,WND,Wind,145,megawatthours,2023-12-31,Boston,145
2023-12-31T09,PJM,"PJM Interconnection, LLC",COL,Coal,12349,megawatthours,2023-12-31,Chicago,12349
2023-12-31T09,PJM,"PJM Interconnection, LLC",NG,Natural Gas,35363,megawatthours,2023-12-31,Chicago,35363
2023-12-31T09,PJM,"PJM Interconnection, LLC",NUC,Nuclear,33030,megawatthours,2023-12-31,Chicago,33030
2023-12-31T09,PJM,"PJM Interconnection, LLC",OIL,Petroleum,221,megawatthours,2023-12-31,Chicago,221
2023-12-31T09,PJM,"PJM Interconnection, LLC",OTH,Other,1012,megawatthours,2023-12-31,Chicago,1012
2023-12-31T09,PJM,"PJM Interconnection, LLC",SUN,Solar,12,megawatthours,2023-12-31,Chicago,12
2023-12-31T09,PJM,"PJM Interconnection, LLC",WAT,Hydro,1414,megawatthours,2023-12-31,Chicago,1414
2023-12-31T09,PJM,"PJM Interconnection, LLC",WND,Wind,4093,megawatthours,2023-12-31,Chicago,4093
2023-12-31T08,ISNE,ISO New England,COL,Coal,1,megawatthours,2023-12-31,Boston,1
2023-12-31T08,ISNE,ISO New England,NG,Natural Gas,4258,megawatthours,2023-12-31,Boston,4258
2023-12-31T08,ISNE,ISO New England,NUC,Nuclear,3358,megawatthours,2023-12-31,Boston,3358
2023-12-31T08,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T08,ISNE,ISO New England,OTH,Other,583,megawatthours,2023-12-31,Boston,583
2023-12-31T08,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-31,Boston,0
2023-12-31T08,ISNE,ISO New England,WAT,Hydro,1077,megawatthours,2023-12-31,Boston,1077
2023-12-31T08,ISNE,ISO New England,WND,Wind,140,megawatthours,2023-12-31,Boston,140
2023-12-31T08,PJM,"PJM Interconnection, LLC",COL,Coal,12363,megawatthours,2023-12-31,Chicago,12363
2023-12-31T08,PJM,"PJM Interconnection, LLC",NG,Natural Gas,35762,megawatthours,2023-12-31,Chicago,35762
2023-12-31T08,PJM,"PJM Interconnection, LLC",NUC,Nuclear,33031,megawatthours,2023-12-31,Chicago,33031
2023-12-31T08,PJM,"PJM Interconnection, LLC",OIL,Petroleum,222,megawatthours,2023-12-31,Chicago,222
2023-12-31T08,PJM,"PJM Interconnection, LLC",OTH,Other,1014,megawatthours,2023-12-31,Chicago,1014
2023-12-31T08,PJM,"PJM Interconnection, LLC",SUN,Solar,12,megawatthours,2023-12-31,Chicago,12
2023-12-31T08,PJM,"PJM Interconnection, LLC",WAT,Hydro,1338,megawatthours,2023-12-31,Chicago,1338
2023-12-31T08,PJM,"PJM Interconnection, LLC",WND,Wind,3920,megawatthours,2023-12-31,Chicago,3920
2023-12-31T07,ISNE,ISO New England,COL,Coal,0,megawatthours,2023-12-31,Boston,0
2023-12-31T07,ISNE,ISO New England,NG,Natural Gas,4424,megawatthours,2023-12-31,Boston,4424
2023-12-31T07,ISNE,ISO New England,NUC,Nuclear,3350,megawatthours,2023-12-31,Boston,3350
2023-12-31T07,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T07,ISNE,ISO New England,OTH,Other,584,megawatthours,2023-12-31,Boston,584
2023-12-31T07,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-31,Boston,0
2023-12-31T07,ISNE,ISO New England,WAT,Hydro,1074,megawatthours,2023-12-31,Boston,1074
2023-12-31T07,ISNE,ISO New England,WND,Wind,122,megawatthours,2023-12-31,Boston,122
2023-12-31T07,PJM,"PJM Interconnection, LLC",COL,Coal,12864,megawatthours,2023-12-31,Chicago,12864
2023-12-31T07,PJM,"PJM Interconnection, LLC",NG,Natural Gas,36450,megawatthours,2023-12-31,Chicago,36450
2023-12-31T07,PJM,"PJM Interconnection, LLC",NUC,Nuclear,32944,megawatthours,2023-12-31,Chicago,32944
2023-12-31T07,PJM,"PJM Interconnection, LLC",OIL,Petroleum,222,megawatthours,2023-12-31,Chicago,222
2023-12-31T07,PJM,"PJM Interconnection, LLC",OTH,Other,1019,megawatthours,2023-12-31,Chicago,1019
2023-12-31T07,PJM,"PJM Interconnection, LLC",SUN,Solar,12,megawatthours,2023-12-31,Chicago,12
2023-12-31T07,PJM,"PJM Interconnection, LLC",WAT,Hydro,1343,megawatthours,2023-12-31,Chicago,1343
2023-12-31T07,PJM,"PJM Interconnection, LLC",WND,Wind,3349,megawatthours,2023-12-31,Chicago,3349
2023-12-31T06,ISNE,ISO New England,COL,Coal,0,megawatthours,2023-12-31,Boston,0
2023-12-31T06,ISNE,ISO New England,NG,Natural Gas,4712,megawatthours,2023-12-31,Boston,4712
2023-12-31T06,ISNE,ISO New England,NUC,Nuclear,3350,megawatthours,2023-12-31,Boston,3350
2023-12-31T06,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T06,ISNE,ISO New England,OTH,Other,599,megawatthours,2023-12-31,Boston,599
2023-12-31T06,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-31,Boston,0
2023-12-31T06,ISNE,ISO New England,WAT,Hydro,1067,megawatthours,2023-12-31,Boston,1067
2023-12-31T06,ISNE,ISO New England,WND,Wind,131,megawatthours,2023-12-31,Boston,131
2023-12-31T06,PJM,"PJM Interconnection, LLC",COL,Coal,12941,megawatthours,2023-12-31,Chicago,12941
2023-12-31T06,PJM,"PJM Interconnection, LLC",NG,Natural Gas,36409,megawatthours,2023-12-31,Chicago,36409
2023-12-31T06,PJM,"PJM Interconnection, LLC",NUC,Nuclear,32857,megawatthours,2023-12-31,Chicago,32857
2023-12-31T06,PJM,"PJM Interconnection, LLC",OIL,Petroleum,218,megawatthours,2023-12-31,Chicago,218
2023-12-31T06,PJM,"PJM Interconnection, LLC",OTH,Other,1020,megawatthours,2023-12-31,Chicago,1020
2023-12-31T06,PJM,"PJM Interconnection, LLC",SUN,Solar,12,megawatthours,2023-12-31,Chicago,12
2023-12-31T06,PJM,"PJM Interconnection, LLC",WAT,Hydro,1351,megawatthours,2023-12-31,Chicago,1351
2023-12-31T06,PJM,"PJM Interconnection, LLC",WND,Wind,3550,megawatthours,2023-12-31,Chicago,3550
2023-12-31T05,ISNE,ISO New England,COL,Coal,0,megawatthours,2023-12-31,Boston,0
2023-12-31T05,ISNE,ISO New England,NG,Natural Gas,5180,megawatthours,2023-12-31,Boston,5180
2023-12-31T05,ISNE,ISO New England,NUC,Nuclear,3341,megawatthours,2023-12-31,Boston,3341
2023-12-31T05,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T05,ISNE,ISO New England,OTH,Other,582,megawatthours,2023-12-31,Boston,582
2023-12-31T05,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-31,Boston,0
2023-12-31T05,ISNE,ISO New England,WAT,Hydro,1300,megawatthours,2023-12-31,Boston,1300
2023-12-31T05,ISNE,ISO New England,WND,Wind,142,megawatthours,2023-12-31,Boston,142
2023-12-31T05,PJM,"PJM Interconnection, LLC",COL,Coal,13483,megawatthours,2023-12-31,Chicago,13483
2023-12-31T05,PJM,"PJM Interconnection, LLC",NG,Natural Gas,37478,megawatthours,2023-12-31,Chicago,37478
2023-12-31T05,PJM,"PJM Interconnection, LLC",NUC,Nuclear,32889,megawatthours,2023-12-31,Chicago,32889
2023-12-31T05,PJM,"PJM Interconnection, LLC",OIL,Petroleum,223,megawatthours,2023-12-31,Chicago,223
2023-12-31T05,PJM,"PJM Interconnection, LLC",OTH,Other,998,megawatthours,2023-12-31,Chicago,998
2023-12-31T05,PJM,"PJM Interconnection, LLC",SUN,Solar,12,megawatthours,2023-12-31,Chicago,12
2023-12-31T05,PJM,"PJM Interconnection, LLC",WAT,Hydro,1465,megawatthours,2023-12-31,Chicago,1465
2023-12-31T05,PJM,"PJM Interconnection, LLC",WND,Wind,3079,megawatthours,2023-12-31,Chicago,3079
2023-12-31T04,ISNE,ISO New England,COL,Coal,0,megawatthours,2023-12-31,Boston,0
2023-12-31T04,ISNE,ISO New England,NG,Natural Gas,6064,megawatthours,2023-12-31,Boston,6064
2023-12-31T04,ISNE,ISO New England,NUC,Nuclear,3346,megawatthours,2023-12-31,Boston,3346
2023-12-31T04,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T04,ISNE,ISO New England,OTH,Other,593,megawatthours,2023-12-31,Boston,593
2023-12-31T04,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-31,Boston,0
2023-12-31T04,ISNE,ISO New England,WAT,Hydro,1349,megawatthours,2023-12-31,Boston,1349
2023-12-31T04,ISNE,ISO New England,WND,Wind,146,megawatthours,2023-12-31,Boston,146
2023-12-31T04,PJM,"PJM Interconnection, LLC",COL,Coal,13682,megawatthours,2023-12-31,Chicago,13682
2023-12-31T04,PJM,"PJM Interconnection, LLC",NG,Natural Gas,38402,megawatthours,2023-12-31,Chicago,38402
2023-12-31T04,PJM,"PJM Interconnection, LLC",NUC,Nuclear,32618,megawatthours,2023-12-31,Chicago,32618
2023-12-31T04,PJM,"PJM Interconnection, LLC",OIL,Petroleum,215,megawatthours,2023-12-31,Chicago,215
2023-12-31T04,PJM,"PJM Interconnection, LLC",OTH,Other,1008,megawatthours,2023-12-31,Chicago,1008
2023-12-31T04,PJM,"PJM Interconnection, LLC",SUN,Solar,12,megawatthours,2023-12-31,Chicago,12
2023-12-31T04,PJM,"PJM Interconnection, LLC",WAT,Hydro,1443,megawatthours,2023-12-31,Chicago,1443
2023-12-31T04,PJM,"PJM Interconnection, LLC",WND,Wind,4117,megawatthours,2023-12-31,Chicago,4117
2023-12-31T03,ISNE,ISO New England,COL,Coal,0,megawatthours,2023-12-31,Boston,0
2023-12-31T03,ISNE,ISO New England,NG,Natural Gas,6687,megawatthours,2023-12-31,Boston,6687
2023-12-31T03,ISNE,ISO New England,NUC,Nuclear,3344,megawatthours,2023-12-31,Boston,3344
2023-12-31T03,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T03,ISNE,ISO New England,OTH,Other,571,megawatthours,2023-12-31,Boston,571
2023-12-31T03,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-31,Boston,0
2023-12-31T03,ISNE,ISO New England,WAT,Hydro,1357,megawatthours,2023-12-31,Boston,1357
2023-12-31T03,ISNE,ISO New England,WND,Wind,151,megawatthours,2023-12-31,Boston,151
2023-12-31T03,PJM,"PJM Interconnection, LLC",COL,Coal,14486,megawatthours,2023-12-31,Chicago,14486
2023-12-31T03,PJM,"PJM Interconnection, LLC",NG,Natural Gas,39346,megawatthours,2023-12-31,Chicago,39346
2023-12-31T03,PJM,"PJM Interconnection, LLC",NUC,Nuclear,32855,megawatthours,2023-12-31,Chicago,32855
2023-12-31T03,PJM,"PJM Interconnection, LLC",OIL,Petroleum,217,megawatthours,2023-12-31,Chicago,217
2023-12-31T03,PJM,"PJM Interconnection, LLC",OTH,Other,983,megawatthours,2023-12-31,Chicago,983
2023-12-31T03,PJM,"PJM Interconnection, LLC",SUN,Solar,12,megawatthours,2023-12-31,Chicago,12
2023-12-31T03,PJM,"PJM Interconnection, LLC",WAT,Hydro,1476,megawatthours,2023-12-31,Chicago,1476
2023-12-31T03,PJM,"PJM Interconnection, LLC",WND,Wind,4281,megawatthours,2023-12-31,Chicago,4281
2023-12-31T02,ISNE,ISO New England,COL,Coal,0,megawatthours,2023-12-31,Boston,0
2023-12-31T02,ISNE,ISO New England,NG,Natural Gas,7335,megawatthours,2023-12-31,Boston,7335
2023-12-31T02,ISNE,ISO New England,NUC,Nuclear,3348,megawatthours,2023-12-31,Boston,3348
2023-12-31T02,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T02,ISNE,ISO New England,OTH,Other,576,megawatthours,2023-12-31,Boston,576
2023-12-31T02,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-31,Boston,0
2023-12-31T02,ISNE,ISO New England,WAT,Hydro,1365,megawatthours,2023-12-31,Boston,1365
2023-12-31T02,ISNE,ISO New England,WND,Wind,145,megawatthours,2023-12-31,Boston,145
2023-12-31T02,PJM,"PJM Interconnection, LLC",COL,Coal,15219,megawatthours,2023-12-31,Chicago,15219
2023-12-31T02,PJM,"PJM Interconnection, LLC",NG,Natural Gas,40769,megawatthours,2023-12-31,Chicago,40769
2023-12-31T02,PJM,"PJM Interconnection, LLC",NUC,Nuclear,32985,megawatthours,2023-12-31,Chicago,32985
2023-12-31T02,PJM,"PJM Interconnection, LLC",OIL,Petroleum,216,megawatthours,2023-12-31,Chicago,216
2023-12-31T02,PJM,"PJM Interconnection, LLC",OTH,Other,1006,megawatthours,2023-12-31,Chicago,1006
2023-12-31T02,PJM,"PJM Interconnection, LLC",SUN,Solar,12,megawatthours,2023-12-31,Chicago,12
2023-12-31T02,PJM,"PJM Interconnection, LLC",WAT,Hydro,2149,megawatthours,2023-12-31,Chicago,2149
2023-12-31T02,PJM,"PJM Interconnection, LLC",WND,Wind,4529,megawatthours,2023-12-31,Chicago,4529
2023-12-31T01,ISNE,ISO New England,COL,Coal,0,megawatthours,2023-12-31,Boston,0
2023-12-31T01,ISNE,ISO New England,NG,Natural Gas,7686,megawatthours,2023-12-31,Boston,7686
2023-12-31T01,ISNE,ISO New England,NUC,Nuclear,3358,megawatthours,2023-12-31,Boston,3358
2023-12-31T01,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T01,ISNE,ISO New England,OTH,Other,586,megawatthours,2023-12-31,Boston,586
2023-12-31T01,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-31,Boston,0
2023-12-31T01,ISNE,ISO New England,WAT,Hydro,1452,megawatthours,2023-12-31,Boston,1452
2023-12-31T01,ISNE,ISO New England,WND,Wind,141,megawatthours,2023-12-31,Boston,141
2023-12-31T01,PJM,"PJM Interconnection, LLC",COL,Coal,15127,megawatthours,2023-12-31,Chicago,15127
2023-12-31T01,PJM,"PJM Interconnection, LLC",NG,Natural Gas,40436,megawatthours,2023-12-31,Chicago,40436
2023-12-31T01,PJM,"PJM Interconnection, LLC",NUC,Nuclear,33007,megawatthours,2023-12-31,Chicago,33007
2023-12-31T01,PJM,"PJM Interconnection, LLC",OIL,Petroleum,215,megawatthours,2023-12-31,Chicago,215
2023-12-31T01,PJM,"PJM Interconnection, LLC",OTH,Other,1021,megawatthours,2023-12-31,Chicago,1021
2023-12-31T01,PJM,"PJM Interconnection, LLC",SUN,Solar,12,megawatthours,2023-12-31,Chicago,12
2023-12-31T01,PJM,"PJM Interconnection, LLC",WAT,Hydro,3070,megawatthours,2023-12-31,Chicago,3070
2023-12-31T01,PJM,"PJM Interconnection, LLC",WND,Wind,4977,megawatthours,2023-12-31,Chicago,4977
2023-12-31T00,ISNE,ISO New England,COL,Coal,0,megawatthours,2023-12-31,Boston,0
2023-12-31T00,ISNE,ISO New England,NG,Natural Gas,7818,megawatthours,2023-12-31,Boston,7818
2023-12-31T00,ISNE,ISO New England,NUC,Nuclear,3345,megawatthours,2023-12-31,Boston,3345
2023-12-31T00,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-31,Boston,0
2023-12-31T00,ISNE,ISO New England,OTH,Other,585,megawatthours,2023-12-31,Boston,585
2023-12-31T00,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-31,Boston,0
2023-12-31T00,ISNE,ISO New England,WAT,Hydro,1669,megawatthours,2023-12-31,Boston,1669
2023-12-31T00,ISNE,ISO New England,WND,Wind,130,megawatthours,2023-12-31,Boston,130
2023-12-31T00,PJM,"PJM Interconnection, LLC",COL,Coal,15900,megawatthours,2023-12-31,Chicago,15900
2023-12-31T00,PJM,"PJM Interconnection, LLC",NG,Natural Gas,40860,megawatthours,2023-12-31,Chicago,40860
2023-12-31T00,PJM,"PJM Interconnection, LLC",NUC,Nuclear,33010,megawatthours,2023-12-31,Chicago,33010
2023-12-31T00,PJM,"PJM Interconnection, LLC",OIL,Petroleum,212,megawatthours,2023-12-31,Chicago,212
2023-12-31T00,PJM,"PJM Interconnection, LLC",OTH,Other,1014,megawatthours,2023-12-31,Chicago,1014
2023-12-31T00,PJM,"PJM Interconnection, LLC",SUN,Solar,12,megawatthours,2023-12-31,Chicago,12
2023-12-31T00,PJM,"PJM Interconnection, LLC",WAT,Hydro,3056,megawatthours,2023-12-31,Chicago,3056
2023-12-31T00,PJM,"PJM Interconnection, LLC",WND,Wind,4803,megawatthours,2023-12-31,Chicago,4803
2023-12-30T23,ISNE,ISO New England,COL,Coal,0,megawatthours,2023-12-30,Boston,0
2023-12-30T23,ISNE,ISO New England,NG,Natural Gas,7885,megawatthours,2023-12-30,Boston,7885
2023-12-30T23,ISNE,ISO New England,NUC,Nuclear,3365,megawatthours,2023-12-30,Boston,3365
2023-12-30T23,ISNE,ISO New England,OIL,Petroleum,0,megawatthours,2023-12-30,Boston,0
2023-12-30T23,ISNE,ISO New England,OTH,Other,584,megawatthours,2023-12-30,Boston,584
2023-12-30T23,ISNE,ISO New England,SUN,Solar,0,megawatthours,2023-12-30,Boston,0
2023-12-30T23,ISNE,ISO New England,WAT,Hydro,2028,megawatthours,2023-12-30,Boston,2028
2023-12-30T23,ISNE,ISO New England,WND,Wind,138,megawatthours,2023-12-30,Boston,138
2023-12-30T23,PJM,"PJM Interconnection, LLC",COL,Coal,15913,megawatthours,2023-12-30,Chicago,15913
2023-12-30T23,PJM,"PJM Interconnection, LLC",NG,Natural Gas,41128,megawatthours,2023-12-30,Chicago,41128
2023-12-30T23,PJM,"PJM Interconnection, LLC",NUC,Nuclear,33008,megawatthours,2023-12-30,Chicago,33008
2023-12-30T23,PJM,"PJM Interconnection, LLC",OIL,Petroleum,213,megawatthours,2023-12-30,Chicago,213
2023-12-30T23,PJM,"PJM Interconnection, LLC",OTH,Other,930,megawatthours,2023-12-30,Chicago,930
2023-12-30T23,PJM,"PJM Interconnection, LLC",SUN,Solar,21,megawatthours,2023-12-30,Chicago,21
