date,respondent,class,total_renewable,total_mwh,pct_of_total
2024-05-17,PJM,green,103526,1967110,5.262847527591238
2024-05-17,PJM,traditional,1863584,1967110,94.73715247240875
2024-05-20,ISNE,green,31905,256071,12.459435078552433
2024-05-20,ISNE,traditional,224166,256071,87.54056492144757
2024-05-20,PJM,green,197388,2220398,8.889757602015495
2024-05-20,PJM,traditional,2023010,2220398,91.110242397984507
2024-05-21,ISNE,green,35473,278638,12.730855087963594
2024-05-21,ISNE,traditional,243165,278638,87.2691449120364
2024-05-21,PJM,green,225825,2377403,9.498810256401628
2024-05-21,PJM,traditional,2151578,2377403,90.50118974359837
2024-05-22,ISNE,green,36501,304984,11.968168821970988
2024-05-22,ISNE,traditional,268483,304984,88.03183117802901
2024-05-22,PJM,green,254471,2436256,10.445166681990727
2024-05-22,PJM,traditional,2181785,2436256,89.55483331800927
2024-05-23,ISNE,green,35123,314481,11.16856026278217
2024-05-23,ISNE,traditional,279358,314481,88.83143973721783
2024-05-23,PJM,green,128999,2324010,5.550707613134195
2024-05-23,PJM,traditional,2195011,2324010,94.4492923868658
2024-05-24,ISNE,green,41103,284648,14.439939855540878
2024-05-24,ISNE,traditional,243545,284648,85.56006014445913
2024-05-24,PJM,green,185084,2313603,7.999816736060595
2024-05-24,PJM,traditional,2128519,2313603,92.0001832639394
2024-05-28,ISNE,green,36076,285713,12.62665681995569
2024-05-28,ISNE,traditional,249637,285713,87.3733431800443
2024-05-28,PJM,green,214817,2234274,9.614622020396782
2024-05-28,PJM,traditional,2019457,2234274,90.38537797960322
2024-05-29,ISNE,green,38319,285063,13.44229170393913
2024-05-29,ISNE,traditional,246744,285063,86.55770829606088
2024-05-29,PJM,green,163653,2131053,7.67944297959741
2024-05-29,PJM,traditional,1967400,2131053,92.32055702040259
2024-05-30,ISNE,green,27466,266887,10.291246857284168
2024-05-30,ISNE,traditional,239421,266887,89.70875314271584
2024-05-30,PJM,green,158299,2079937,7.610759364346132
2024-05-30,PJM,traditional,1921638,2079937,92.38924063565386
2024-05-31,ISNE,green,35039,249315,14.054108256623147
2024-05-31,ISNE,traditional,214276,249315,85.94589174337686
2024-05-31,PJM,green,189251,2105079,8.990208918525148
2024-05-31,PJM,traditional,1915828,2105079,91.00979108147486
2024-06-03,ISNE,green,29248,303031,9.651817800819058
2024-06-03,ISNE,traditional,273783,303031,90.34818219918094
2024-06-03,PJM,green,170671,2470216,6.909152883796396
2024-06-03,PJM,traditional,2299545,2470216,93.0908471162036
2024-06-04,ISNE,green,22589,301025,7.504027904659082
2024-06-04,ISNE,traditional,278436,301025,92.49597209534092
2024-06-04,PJM,green,184513,2568898,7.182574006441672
2024-06-04,PJM,traditional,2384385,2568898,92.81742599355832
2024-06-05,ISNE,green,24519,310454,7.89778840021388
2024-06-05,ISNE,traditional,285935,310454,92.10221159978612
2024-06-05,PJM,green,161926,2540677,6.3733406489687585
2024-06-05,PJM,traditional,2378751,2540677,93.62665935103124
2024-06-06,ISNE,green,22736,327442,6.943519768386462
2024-06-06,ISNE,traditional,304706,327442,93.05648023161353
2024-06-06,PJM,green,228019,2536632,8.989045316782253
2024-06-06,PJM,traditional,2308613,2536632,91.01095468321775
2024-06-07,ISNE,green,23840,304024,7.841486198458017
2024-06-07,ISNE,traditional,280184,304024,92.15851380154199
2024-06-07,PJM,green,250468,2424829,10.329305695370685
2024-06-07,PJM,traditional,2174361,2424829,89.67069430462932
2024-06-10,ISNE,green,35277,261195,13.506001263423878
2024-06-10,ISNE,traditional,225918,261195,86.49399873657612
2024-06-10,PJM,green,163354,2256637,7.238824853088912
2024-06-10,PJM,traditional,2093283,2256637,92.76117514691109
2024-06-11,ISNE,green,26036,265599,9.802747751309305
2024-06-11,ISNE,traditional,239563,265599,90.1972522486907
2024-06-11,PJM,green,123420,2233342,5.526247211577985
2024-06-11,PJM,traditional,2109922,2233342,94.47375278842202
2024-06-12,ISNE,green,24243,271668,8.923759883387076
2024-06-12,ISNE,traditional,247425,271668,91.07624011661292
2024-06-12,PJM,green,181283,2411937,7.51607525403856
2024-06-12,PJM,traditional,2230654,2411937,92.48392474596145
2024-06-13,ISNE,green,31498,281460,11.190932992254671
2024-06-13,ISNE,traditional,249962,281460,88.80906700774533
2024-06-13,PJM,green,219699,2642967,8.312589601005234
2024-06-13,PJM,traditional,2423268,2642967,91.68741039899476
2024-06-14,ISNE,green,34112,307864,11.080217238780762
2024-06-14,ISNE,traditional,273752,307864,88.91978276121924
2024-06-14,PJM,green,163213,2695106,6.055902810501702
2024-06-14,PJM,traditional,2531893,2695106,93.9440971894983
2024-06-17,ISNE,green,28604,310710,9.206012036947635
2024-06-17,ISNE,traditional,282106,310710,90.79398796305237
2024-06-17,PJM,green,213436,2853410,7.480032662673783
2024-06-17,PJM,traditional,2639974,2853410,92.51996733732622
2024-06-18,ISNE,green,30198,363655,8.304024418748538
2024-06-18,ISNE,traditional,333457,363655,91.69597558125146
2024-06-18,PJM,green,219040,2959929,7.400177504257703
2024-06-18,PJM,traditional,2740889,2959929,92.5998224957423
2024-06-20,ISNE,green,37909,387693,9.778097618476474
2024-06-20,ISNE,traditional,349784,387693,90.22190238152352
2024-06-20,PJM,green,137175,2968368,4.6212262091492695
2024-06-20,PJM,traditional,2831193,2968368,95.37877379085073
2024-06-21,ISNE,green,25560,364641,7.00963413329823
2024-06-21,ISNE,traditional,339081,364641,92.99036586670178
2024-06-21,PJM,green,150713,2965712,5.081848810673457
2024-06-21,PJM,traditional,2814999,2965712,94.91815118932654
2024-06-24,ISNE,green,35963,311381,11.549516508714404
2024-06-24,ISNE,traditional,275418,311381,88.4504834912856
2024-06-24,PJM,green,150124,2799410,5.362701426371985
2024-06-24,PJM,traditional,2649286,2799410,94.63729857362802
2024-06-25,ISNE,green,40983,321079,12.764148387157054
2024-06-25,ISNE,traditional,280096,321079,87.23585161284294
2024-06-25,PJM,green,223961,2799939,7.998781402023401
2024-06-25,PJM,traditional,2575978,2799939,92.0012185979766
2024-06-26,ISNE,green,44386,345758,12.837302390689443
2024-06-26,ISNE,traditional,301372,345758,87.16269760931056
2024-06-26,PJM,green,156399,2884040,5.422913690517468
2024-06-26,PJM,traditional,2727641,2884040,94.57708630948252
2024-06-27,ISNE,green,31252,283954,11.006008015382774
2024-06-27,ISNE,traditional,252702,283954,88.99399198461722
2024-06-27,PJM,green,149702,2646971,5.65559652901373
2024-06-27,PJM,traditional,2497269,2646971,94.34440347098626
2024-06-28,ISNE,green,36714,266628,13.769746613258924
2024-06-28,ISNE,traditional,229914,266628,86.23025338674107
2024-06-28,PJM,green,198524,2518779,7.881755406091602
2024-06-28,PJM,traditional,2320255,2518779,92.1182445939084
2024-07-01,ISNE,green,36209,323780,11.183210822163197
2024-07-01,ISNE,traditional,287571,323780,88.81678917783681
2024-07-01,PJM,green,174010,2343988,7.423672817437632
2024-07-01,PJM,traditional,2169978,2343988,92.57632718256237
2024-07-02,ISNE,green,32626,318393,10.247084577864463
2024-07-02,ISNE,traditional,285767,318393,89.75291542213554
2024-07-02,PJM,green,229556,2475433,9.27336752802439
2024-07-02,PJM,traditional,2245877,2475433,90.7266324719756
2024-07-03,ISNE,green,31426,317557,9.896176119562787
2024-07-03,ISNE,traditional,286131,317557,90.10382388043722
2024-07-03,PJM,green,183436,2685890,6.829616998462335
2024-07-03,PJM,traditional,2502454,2685890,93.17038300153766
2024-07-08,ISNE,green,34137,385976,8.844332290090575
2024-07-08,ISNE,traditional,351839,385976,91.15566770990942
2024-07-08,PJM,green,129014,2968013,4.346813844818065
2024-07-08,PJM,traditional,2838999,2968013,95.65318615518194
2024-07-09,ISNE,green,34060,392955,8.667659146721634
2024-07-09,ISNE,traditional,358895,392955,91.33234085327835
2024-07-09,PJM,green,134095,3045292,4.403354423812232
2024-07-09,PJM,traditional,2911197,3045292,95.59664557618777
2024-07-10,ISNE,green,32821,407266,8.058860793682753
2024-07-10,ISNE,traditional,374445,407266,91.94113920631725
2024-07-10,PJM,green,185156,3008091,6.155265914495272
2024-07-10,PJM,traditional,2822935,3008091,93.84473408550473
2024-07-11,ISNE,green,36784,398002,9.24216461223813
2024-07-11,ISNE,traditional,361218,398002,90.75783538776187
2024-07-11,PJM,green,129559,2823619,4.588402330484389
2024-07-11,PJM,traditional,2694060,2823619,95.41159766951561
2024-07-12,ISNE,green,36110,380957,9.47876007003415
2024-07-12,ISNE,traditional,344847,380957,90.52123992996584
2024-07-12,PJM,green,89153,2713824,3.285143030646055
2024-07-12,PJM,traditional,2624671,2713824,96.71485696935395
2024-07-15,ISNE,green,39655,388720,10.201430335459971
2024-07-15,ISNE,traditional,349065,388720,89.79856966454003
2024-07-15,PJM,green,193310,3087639,6.26077077015804
2024-07-15,PJM,traditional,2894329,3087639,93.73922922984195
2024-07-16,ISNE,green,40508,395563,10.240593786577612
2024-07-16,ISNE,traditional,355055,395563,89.7594062134224
2024-07-16,PJM,green,196802,3125801,6.296050196413655
2024-07-16,PJM,traditional,2928999,3125801,93.70394980358634
2024-07-17,ISNE,green,39151,381693,10.257196228382496
2024-07-17,ISNE,traditional,342542,381693,89.7428037716175
2024-07-17,PJM,green,161618,2945137,5.487622477324485
2024-07-17,PJM,traditional,2783519,2945137,94.51237752267552
2024-07-18,ISNE,green,37806,358791,10.537053605023537
2024-07-18,ISNE,traditional,320985,358791,89.46294639497646
2024-07-18,PJM,green,119083,2669785,4.460396623698163
2024-07-18,PJM,traditional,2550702,2669785,95.53960337630184
2024-07-19,ISNE,green,39270,334506,11.7396997363276
2024-07-19,ISNE,traditional,295236,334506,88.26030026367239
2024-07-19,PJM,green,114985,2512266,4.576943683511221
2024-07-19,PJM,traditional,2397281,2512266,95.42305631648877
2024-07-22,ISNE,green,31172,354905,8.783195503021936
2024-07-22,ISNE,traditional,323733,354905,91.21680449697807
2024-07-22,PJM,green,88562,2647527,3.345083921712602
2024-07-22,PJM,traditional,2558965,2647527,96.6549160782874
2024-07-23,ISNE,green,19034,330084,5.766410974176271
2024-07-23,ISNE,traditional,311050,330084,94.23358902582373
2024-07-23,PJM,green,119494,2694815,4.434219046576481
2024-07-23,PJM,traditional,2575321,2694815,95.56578095342351
2024-07-24,ISNE,green,22688,337500,6.7223703703703706
2024-07-24,ISNE,traditional,314812,337500,93.27762962962963
2024-07-24,PJM,green,113426,2696925,4.205752848151135
2024-07-24,PJM,traditional,2583499,2696925,95.79424715184886
2024-07-25,ISNE,green,29842,340282,8.769785060626187
2024-07-25,ISNE,traditional,310440,340282,91.23021493937381
2024-07-25,PJM,green,113975,2624064,4.343453513328943
2024-07-25,PJM,traditional,2510089,2624064,95.65654648667106
2024-07-26,ISNE,green,34878,308067,11.32156316645405
2024-07-26,ISNE,traditional,273189,308067,88.67843683354594
2024-07-26,PJM,green,133240,2519792,5.287738035520392
2024-07-26,PJM,traditional,2386552,2519792,94.71226196447961
2024-07-29,ISNE,green,22264,327477,6.798645401051067
2024-07-29,ISNE,traditional,305213,327477,93.20135459894894
2024-07-29,PJM,green,151124,2776796,5.442387557458308
2024-07-29,PJM,traditional,2625672,2776796,94.5576124425417
2024-07-30,ISNE,green,32379,347698,9.312391788276033
2024-07-30,ISNE,traditional,315319,347698,90.68760821172397
2024-07-30,PJM,green,130735,2853354,4.581800926208245
2024-07-30,PJM,traditional,2722619,2853354,95.41819907379175
2024-07-31,ISNE,green,33963,373558,9.091760851059274
2024-07-31,ISNE,traditional,339595,373558,90.90823914894072
2024-07-31,PJM,green,153843,2918846,5.2706788915893465
2024-07-31,PJM,traditional,2765003,2918846,94.72932110841066
2024-08-01,ISNE,green,35750,386474,9.250298855809188
2024-08-01,ISNE,traditional,350724,386474,90.74970114419081
2024-08-01,PJM,green,150529,3046162,4.941595358355859
2024-08-01,PJM,traditional,2895633,3046162,95.05840464164415
2024-08-02,ISNE,green,32458,400933,8.095616973409522
2024-08-02,ISNE,traditional,368475,400933,91.90438302659048
2024-08-02,PJM,green,138841,2965972,4.681129828602563
2024-08-02,PJM,traditional,2827131,2965972,95.31887017139744
2024-08-05,ISNE,green,33274,376055,8.848173804363723
2024-08-05,ISNE,traditional,342781,376055,91.15182619563627
2024-08-05,PJM,green,150707,2931242,5.1414042238750675
2024-08-05,PJM,traditional,2780535,2931242,94.85859577612493
2024-08-06,ISNE,green,25626,359728,7.123715696303874
2024-08-06,ISNE,traditional,334102,359728,92.87628430369612
2024-08-06,PJM,green,177245,2928363,6.0526990677043795
2024-08-06,PJM,traditional,2751118,2928363,93.94730093229562
2024-08-07,ISNE,green,30958,308078,10.048753887002643
2024-08-07,ISNE,traditional,277120,308078,89.95124611299737
2024-08-07,PJM,green,135066,2662357,5.073173883141893
2024-08-07,PJM,traditional,2527291,2662357,94.92682611685811
2024-08-08,ISNE,green,32864,296628,11.079196839138584
2024-08-08,ISNE,traditional,263764,296628,88.92080316086141
2024-08-08,PJM,green,123577,2586101,4.778506330572549
2024-08-08,PJM,traditional,2462524,2586101,95.22149366942745
2024-08-09,ISNE,green,36823,347358,10.60087863241958
2024-08-09,ISNE,traditional,310535,347358,89.39912136758042
2024-08-09,PJM,green,183776,2641685,6.956771908838487
2024-08-09,PJM,traditional,2457909,2641685,93.04322809116151
2024-08-12,ISNE,green,38839,324676,11.962387118234794
2024-08-12,ISNE,traditional,285837,324676,88.0376128817652
2024-08-12,PJM,green,144244,2476802,5.823800206879678
2024-08-12,PJM,traditional,2332558,2476802,94.17619979312032
2024-08-13,ISNE,green,41313,323366,12.775925731214786
2024-08-13,ISNE,traditional,282053,323366,87.22407426878522
2024-08-13,PJM,green,123466,2523220,4.89319203240304
2024-08-13,PJM,traditional,2399754,2523220,95.10680796759696
2024-08-14,ISNE,green,32469,339173,9.572990774619441
2024-08-14,ISNE,traditional,306704,339173,90.42700922538056
2024-08-14,PJM,green,152382,2602134,5.856039696648981
2024-08-14,PJM,traditional,2449752,2602134,94.14396030335101
2024-08-15,ISNE,green,26862,353344,7.602223329107045
2024-08-15,ISNE,traditional,326482,353344,92.39777667089295
2024-08-15,PJM,green,184404,2631524,7.00749831656485
2024-08-15,PJM,traditional,2447120,2631524,92.99250168343515
2024-08-16,ISNE,green,25318,345400,7.330052113491605
2024-08-16,ISNE,traditional,320082,345400,92.6699478865084
2024-08-16,PJM,green,173611,2665594,6.513032367269735
2024-08-16,PJM,traditional,2491983,2665594,93.48696763273027
2024-08-19,ISNE,green,29366,350994,8.36652478389944
2024-08-19,ISNE,traditional,321628,350994,91.63347521610056
2024-08-19,PJM,green,173771,2507228,6.930801666222617
2024-08-19,PJM,traditional,2333457,2507228,93.06919833377738
2024-08-20,ISNE,green,31097,293417,10.598227096589495
2024-08-20,ISNE,traditional,262320,293417,89.4017729034105
2024-08-20,PJM,green,142417,2277741,6.2525546144184085
2024-08-20,PJM,traditional,2135324,2277741,93.7474453855816
2024-08-21,ISNE,green,27347,270334,10.116004646104448
2024-08-21,ISNE,traditional,242987,270334,89.88399535389556
2024-08-21,PJM,green,143266,2229806,6.425043254884057
2024-08-21,PJM,traditional,2086540,2229806,93.57495674511594
2024-08-22,ISNE,green,28862,269373,10.71451110541888
2024-08-22,ISNE,traditional,240511,269373,89.28548889458112
2024-08-22,PJM,green,128624,2251520,5.712762933484935
2024-08-22,PJM,traditional,2122896,2251520,94.28723706651506
2024-08-23,ISNE,green,34686,289873,11.965929907235237
2024-08-23,ISNE,traditional,255187,289873,88.03407009276476
2024-08-23,PJM,green,131647,2325021,5.6621854168198915
2024-08-23,PJM,traditional,2193374,2325021,94.33781458318012
2024-08-26,ISNE,green,25117,348672,7.203618300293686
2024-08-26,ISNE,traditional,323555,348672,92.79638169970632
2024-08-26,PJM,green,178846,2866934,6.238232202066738
2024-08-26,PJM,traditional,2688088,2866934,93.76176779793326
2024-08-27,ISNE,green,27858,342732,8.128216799131684
2024-08-27,ISNE,traditional,314874,342732,91.87178320086832
2024-08-27,PJM,green,158056,2977495,5.308354841905696
2024-08-27,PJM,traditional,2819439,2977495,94.6916451580943
2024-08-28,ISNE,green,42265,377628,11.192231508256803
2024-08-28,ISNE,traditional,335363,377628,88.8077684917432
2024-08-28,PJM,green,146726,2975847,4.930562626371585
2024-08-28,PJM,traditional,2829121,2975847,95.06943737362842
2024-08-29,ISNE,green,29000,310598,9.336827667918016
2024-08-29,ISNE,traditional,281598,310598,90.66317233208198
2024-08-29,PJM,green,130876,2905487,4.504442800811017
2024-08-29,PJM,traditional,2774611,2905487,95.49555719918898
2024-08-30,ISNE,green,29206,295198,9.8936984667917809
2024-08-30,ISNE,traditional,265992,295198,90.10630153320822
2024-08-30,PJM,green,124190,2679083,4.635541340077929
2024-08-30,PJM,traditional,2554893,2679083,95.36445865992206
2024-09-03,ISNE,green,36639,258644,14.165803188939238
2024-09-03,ISNE,traditional,222005,258644,85.83419681106076
2024-09-03,PJM,green,154842,2199557,7.039690264903342
2024-09-03,PJM,traditional,2044715,2199557,92.96030973509666
2024-09-04,ISNE,green,28062,261862,10.716331502852649
2024-09-04,ISNE,traditional,233800,261862,89.28366849714735
2024-09-04,PJM,green,135802,2260869,6.006628424734029
2024-09-04,PJM,traditional,2125067,2260869,93.99337157526597
2024-09-05,ISNE,green,26713,262375,10.181229156741306
2024-09-05,ISNE,traditional,235662,262375,89.8187708432587
2024-09-05,PJM,green,134776,2361033,5.708348845611222
2024-09-05,PJM,traditional,2226257,2361033,94.29165115438877
2024-09-06,ISNE,green,27160,280453,9.684332134083071
2024-09-06,ISNE,traditional,253293,280453,90.31566786591692
2024-09-06,PJM,green,151779,2333175,6.505255713780578
2024-09-06,PJM,traditional,2181396,2333175,93.49474428621943
2024-09-09,ISNE,green,33064,249624,13.245521263981027
2024-09-09,ISNE,traditional,216560,249624,86.75447873601897
2024-09-09,PJM,green,150652,2121209,7.1021761646306425
2024-09-09,PJM,traditional,1970557,2121209,92.89782383536935
2024-09-10,ISNE,green,30539,269735,11.321852929727324
2024-09-10,ISNE,traditional,239196,269735,88.67814707027267
2024-09-10,PJM,green,123126,2228906,5.524055298877566
2024-09-10,PJM,traditional,2105780,2228906,94.47594470112244
2024-09-11,ISNE,green,24055,270197,8.902763539195476
2024-09-11,ISNE,traditional,246142,270197,91.09723646080452
2024-09-11,PJM,green,125394,2290868,5.473645797138901
2024-09-11,PJM,traditional,2165474,2290868,94.5263542028611
2024-09-12,ISNE,green,19783,283150,6.986756136323503
2024-09-12,ISNE,traditional,263367,283150,93.0132438636765
2024-09-12,PJM,green,146210,2369909,6.169435197722782
2024-09-12,PJM,traditional,2223699,2369909,93.83056480227722
2024-09-13,ISNE,green,19712,293543,6.715200158068835
2024-09-13,ISNE,traditional,273831,293543,93.28479984193116
2024-09-13,PJM,green,151108,2360861,6.4005462413924405
2024-09-13,PJM,traditional,2209753,2360861,93.59945375860755
2024-09-16,ISNE,green,22177,286776,7.733213379083326
2024-09-16,ISNE,traditional,264599,286776,92.26678662091668
2024-09-16,PJM,green,112377,2339085,4.804314507595919
2024-09-16,PJM,traditional,2226708,2339085,95.19568549240408
2024-09-17,ISNE,green,23477,283911,8.269140681410724
2024-09-17,ISNE,traditional,260434,283911,91.73085931858928
2024-09-17,PJM,green,97118,2319354,4.1872866323985045
2024-09-17,PJM,traditional,2222236,2319354,95.8127133676015
2024-09-18,ISNE,green,16827,312859,5.37846122374616
2024-09-18,ISNE,traditional,296032,312859,94.62153877625384
2024-09-18,PJM,green,91266,2332810,3.9122774679463825
2024-09-18,PJM,traditional,2241544,2332810,96.08772253205362
2024-09-19,ISNE,green,19356,319888,6.050867803731306
2024-09-19,ISNE,traditional,300532,319888,93.94913219626869
2024-09-19,PJM,green,100994,2405230,4.198933158159511
2024-09-19,PJM,traditional,2304236,2405230,95.80106684184048
2024-09-20,ISNE,green,21086,313343,6.729366859958576
2024-09-20,ISNE,traditional,292257,313343,93.27063314004143
2024-09-20,PJM,green,129821,2429439,5.343661643696343
2024-09-20,PJM,traditional,2299618,2429439,94.65633835630366
2024-09-23,ISNE,green,16563,293998,5.633711793957782
2024-09-23,ISNE,traditional,277435,293998,94.36628820604221
2024-09-23,PJM,green,90636,2186949,4.144403916140706
2024-09-23,PJM,traditional,2096313,2186949,95.8555960838593
2024-09-24,ISNE,green,17342,287276,6.03670337932859
2024-09-24,ISNE,traditional,269934,287276,93.96329662067141
2024-09-24,PJM,green,85819,2145015,4.000857802859188
2024-09-24,PJM,traditional,2059196,2145015,95.99914219714081
2024-09-25,ISNE,green,20113,300937,6.6834586641057765
2024-09-25,ISNE,traditional,280824,300937,93.31654133589421
2024-09-25,PJM,green,76663,2131703,3.596326505146355
2024-09-25,PJM,traditional,2055040,2131703,96.40367349485365
2024-09-26,ISNE,green,23592,311312,7.578249473197307
2024-09-26,ISNE,traditional,287720,311312,92.4217505268027
2024-09-26,PJM,green,90387,2176349,4.1531482312809205
2024-09-26,PJM,traditional,2085962,2176349,95.84685176871908
2024-09-27,ISNE,green,22307,301163,7.406952381268615
2024-09-27,ISNE,traditional,278856,301163,92.59304761873139
2024-09-27,PJM,green,219119,2247713,9.748531062462156
2024-09-27,PJM,traditional,2028594,2247713,90.25146893753785
2024-09-30,ISNE,green,22869,284323,8.043316931799398
2024-09-30,ISNE,traditional,261454,284323,91.9566830682006
2024-09-30,PJM,green,80819,2145123,3.7675695053383884
2024-09-30,PJM,traditional,2064304,2145123,96.23243049466161
2024-10-01,ISNE,green,19854,282753,7.021676162587134
2024-10-01,ISNE,traditional,262899,282753,92.97832383741287
2024-10-01,PJM,green,127778,2102236,6.078194836355196
2024-10-01,PJM,traditional,1974458,2102236,93.9218051636448
2024-10-02,ISNE,green,20598,286634,7.186167726089717
2024-10-02,ISNE,traditional,266036,286634,92.81383227391028
2024-10-02,PJM,green,92011,2046567,4.495870401506523
2024-10-02,PJM,traditional,1954556,2046567,95.50412959849348
2024-10-03,ISNE,green,21728,276621,7.854790489514535
2024-10-03,ISNE,traditional,254893,276621,92.14520951048547
2024-10-03,PJM,green,105983,2092592,5.064675770527652
2024-10-03,PJM,traditional,1986609,2092592,94.93532422947236
2024-10-04,ISNE,green,18876,269679,6.999432658827717
2024-10-04,ISNE,traditional,250803,269679,93.00056734117229
2024-10-04,PJM,green,126555,2081467,6.080086784945426
2024-10-04,PJM,traditional,1954912,2081467,93.91991321505458
2024-10-07,ISNE,green,19356,262634,7.3699521006419575
2024-10-07,ISNE,traditional,243278,262634,92.63004789935803
2024-10-07,PJM,green,139957,1981606,7.062806632600023
2024-10-07,PJM,traditional,1841649,1981606,92.93719336739997
2024-10-08,ISNE,green,23205,246939,9.397057572922868
2024-10-08,ISNE,traditional,223734,246939,90.60294242707714
2024-10-08,PJM,green,113085,1919958,5.889972593150475
2024-10-08,PJM,traditional,1806873,1919958,94.11002740684953
2024-10-09,ISNE,green,21811,248778,8.767254339210059
2024-10-09,ISNE,traditional,226967,248778,91.23274566078993
2024-10-09,PJM,green,125573,1937443,6.481377774726791
2024-10-09,PJM,traditional,1811870,1937443,93.5186222252732
2024-10-10,ISNE,green,34239,262360,13.050388778777252
2024-10-10,ISNE,traditional,228121,262360,86.94961122122274
2024-10-10,PJM,green,129600,1927696,6.7230517674986094
2024-10-10,PJM,traditional,1798096,1927696,93.27694823250138
2024-10-11,ISNE,green,38852,252420,15.391807305284843
2024-10-11,ISNE,traditional,213568,252420,84.60819269471516
2024-10-11,PJM,green,173682,1933655,8.982057295639605
2024-10-11,PJM,traditional,1759973,1933655,91.0179427043604
2024-10-14,ISNE,green,24985,276697,9.02973288470782
2024-10-14,ISNE,traditional,251712,276697,90.97026711529217
2024-10-14,PJM,green,191510,1944533,9.84863717920961
2024-10-14,PJM,traditional,1753023,1944533,90.1513628207904
2024-10-15,ISNE,green,32487,273611,11.87342614149285
2024-10-15,ISNE,traditional,241124,273611,88.12657385850716
2024-10-15,PJM,green,165062,1962179,8.41217850155363
2024-10-15,PJM,traditional,1797117,1962179,91.58782149844636
2024-10-16,ISNE,green,34121,268908,12.688726255819835
2024-10-16,ISNE,traditional,234787,268908,87.31127374418016
2024-10-16,PJM,green,130033,1953677,6.655808508776016
2024-10-16,PJM,traditional,1823644,1953677,93.34419149122398
2024-10-17,ISNE,green,26518,279473,9.488573135866435
2024-10-17,ISNE,traditional,252955,279473,90.51142686413357
2024-10-17,PJM,green,131695,1949691,6.754660097420566
2024-10-17,PJM,traditional,1817996,1949691,93.24533990257945
2024-10-18,ISNE,green,24963,262326,9.516022048900986
2024-10-18,ISNE,traditional,237363,262326,90.48397795109902
2024-10-18,PJM,green,147884,1940584,7.620592563887985
2024-10-18,PJM,traditional,1792700,1940584,92.37940743611202
2024-10-21,ISNE,green,30020,251830,11.920740181868721
2024-10-21,ISNE,traditional,221810,251830,88.07925981813128
2024-10-21,PJM,green,160962,1941608,8.290138895183787
2024-10-21,PJM,traditional,1780646,1941608,91.70986110481621
2024-10-22,ISNE,green,21943,253066,8.670860566018352
2024-10-22,ISNE,traditional,231123,253066,91.32913943398165
2024-10-22,PJM,green,214738,1996786,10.754181970426476
2024-10-22,PJM,traditional,1782048,1996786,89.24581802957351
2024-10-23,ISNE,green,29498,259446,11.369610631884862
2024-10-23,ISNE,traditional,229948,259446,88.63038936811513
2024-10-23,PJM,green,186331,1984270,9.390405539568707
2024-10-23,PJM,traditional,1797939,1984270,90.6095944604313
2024-10-24,ISNE,green,28084,265098,10.593818135180197
2024-10-24,ISNE,traditional,237014,265098,89.4061818648198
2024-10-24,PJM,green,132300,1930843,6.851929442217726
2024-10-24,PJM,traditional,1798543,1930843,93.14807055778228
2024-10-25,ISNE,green,23454,253155,9.264679741660247
2024-10-25,ISNE,traditional,229701,253155,90.73532025833975
2024-10-25,PJM,green,141479,1940214,7.291927591492485
2024-10-25,PJM,traditional,1798735,1940214,92.70807240850752
2024-10-28,ISNE,green,27601,271920,10.15041188584878
2024-10-28,ISNE,traditional,244319,271920,89.84958811415123
2024-10-28,PJM,green,190862,2020034,9.448454827988044
2024-10-28,PJM,traditional,1829172,2020034,90.55154517201196
2024-10-29,ISNE,green,19050,284183,6.703427017098138
2024-10-29,ISNE,traditional,265133,284183,93.29657298290186
2024-10-29,PJM,green,260189,2082958,12.491322436650186
2024-10-29,PJM,traditional,1822769,2082958,87.5086775633498
2024-10-30,ISNE,green,27233,266972,10.20069520399143
2024-10-30,ISNE,traditional,239739,266972,89.79930479600857
2024-10-30,PJM,green,260042,2047869,12.698175518062923
2024-10-30,PJM,traditional,1787827,2047869,87.301824481937075
2024-10-31,ISNE,green,30899,257343,12.00693238207373
2024-10-31,ISNE,traditional,226444,257343,87.99306761792627
2024-10-31,PJM,green,237561,2051785,11.578259905399445
2024-10-31,PJM,traditional,1814224,2051785,88.42174009460055
2024-11-01,ISNE,green,37380,252663,14.794409945263057
2024-11-01,ISNE,traditional,215283,252663,85.20559005473694
2024-11-01,PJM,green,140562,1967308,7.144890378120762
2024-11-01,PJM,traditional,1826746,1967308,92.85510962187924
2024-11-04,ISNE,green,22449,271593,8.265676950436866
2024-11-04,ISNE,traditional,249144,271593,91.73432304956314
2024-11-04,PJM,green,229548,2024293,11.339662785970212
2024-11-04,PJM,traditional,1794745,2024293,88.66033721402978
2024-11-05,ISNE,green,28585,250521,11.410221099229206
2024-11-05,ISNE,traditional,221936,250521,88.5897789007708
2024-11-05,PJM,green,246175,2033499,12.105980873361629
2024-11-05,PJM,traditional,1787324,2033499,87.89401912663837
2024-11-06,ISNE,green,36372,251374,14.469276854408172
2024-11-06,ISNE,traditional,215002,251374,85.53072314559182
2024-11-06,PJM,green,110896,2008551,5.521194134478039
2024-11-06,PJM,traditional,1897655,2008551,94.47880586552196
2024-11-07,ISNE,green,24000,234928,10.21589593407342
2024-11-07,ISNE,traditional,210928,234928,89.78410406592658
2024-11-07,PJM,green,90903,1978698,4.594081562724579
